crop_row_type,crop_status,crop_review_status,extractability_class,queue_id,source_id,paper_title,response_type,candidate_descriptor,candidate_type,candidate_label,pdf_page,local_relpath,source_page_render,source_page_width,source_page_height,crop_path,crop_box_xywh,crop_method,caption_locator_status,panel_label,final_clip_path,digitized_data_path,axis_units_status,variance_sample_size_status,caption_text,rejection_reason,recommended_action
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,table_transcription_candidate,DIG-347f789a-rate,347f789a-ef73-4089-aa77-0e46f2b2d196,Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,rate,table:Table 1:p6,table,Table 1,6,literature/META_ANALYSIS_POOL/Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,digitization/figures/source_pages/347f789a__page-006.png,1489,1978,digitization/figures/crop_review/347f789a__rate__table-table-1__page-6__crop-003.png,"109,65,683,1820",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/347f789a__rate__table-table-1_panel-<panel>.png,digitization/data/347f789a__rate__table-table-1_panel-<panel>.csv,not_checked,not_checked,"Table 1. Slope, significant terms and r2 value of all linear regressions tested for O. franksi; Orbicella franksi recovery model summaries.",,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,table_transcription_candidate,DIG-347f789a-rate,347f789a-ef73-4089-aa77-0e46f2b2d196,Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,rate,table:Table 2:p8,table,Table 2,8,literature/META_ANALYSIS_POOL/Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,digitization/figures/source_pages/347f789a__page-008.png,1489,1978,digitization/figures/crop_review/347f789a__rate__table-table-2__page-8__crop-004.png,"105,65,687,1820",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/347f789a__rate__table-table-2_panel-<panel>.png,digitization/data/347f789a__rate__table-table-2_panel-<panel>.csv,not_checked,not_checked,"Table 2. Slope, significant terms and r2 value of all linear regressions tested for A. lamarcki; Agaricia lamarcki recovery model summaries.",,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,table_transcription_candidate,DIG-398d01aa-survival,398d01aa-1e0e-4c46-9989-8490ca8748d5,Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,survival,table:Table 4:p6,table,Table 4,6,literature/META_ANALYSIS_POOL/Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,digitization/figures/source_pages/398d01aa__page-006.png,1220,1830,digitization/figures/crop_review/398d01aa__survival__table-table-4__page-6__crop-001.png,"135,891,941,769",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/398d01aa__survival__table-table-4_panel-<panel>.png,digitization/data/398d01aa__survival__table-table-4_panel-<panel>.csv,not_checked,not_checked,"Table 4. Partial mortality measured as lesion size (cm2) in Acropora palmata, Diploria strigosa, and Porites astreoides. Lesions are grouped into type I and type II; Acropora lesions are separated by branch side.",,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,quantitative_plot_candidate,DIG-398d01aa-survival,398d01aa-1e0e-4c46-9989-8490ca8748d5,Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,survival,figure:Figure 3:p9,figure,Figure 3,9,literature/META_ANALYSIS_POOL/Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,digitization/figures/source_pages/398d01aa__page-009.png,1220,1830,digitization/figures/crop_review/398d01aa__survival__figure-figure-3__page-9__crop-002.png,"140,124,940,1076",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/398d01aa__survival__figure-figure-3_panel-<panel>.png,digitization/data/398d01aa__survival__figure-figure-3_panel-<panel>.csv,not_checked,not_checked,Figure 3. Percentage of colonies with and without partial mortality in colony size classes of Diploria strigosa and Porites astreoides. Total number of colonies is shown in white bars.,,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,table_transcription_candidate,DIG-398d01aa-survival,398d01aa-1e0e-4c46-9989-8490ca8748d5,Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,survival,table:Table 1:p5,table,Table 1,5,literature/META_ANALYSIS_POOL/Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,digitization/figures/source_pages/398d01aa__page-005.png,1220,1830,digitization/figures/crop_review/398d01aa__survival__table-table-1__page-5__crop-003.png,"135,123,941,320",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/398d01aa__survival__table-table-1_panel-<panel>.png,digitization/data/398d01aa__survival__table-table-1_panel-<panel>.csv,not_checked,not_checked,Table 1. Geometric mean number of lesions per colony and per square meter and percent colonies damaged for the three surveyed species.,,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,table_transcription_candidate,DIG-398d01aa-survival,398d01aa-1e0e-4c46-9989-8490ca8748d5,Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,survival,table:Table 2:p5,table,Table 2,5,literature/META_ANALYSIS_POOL/Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,digitization/figures/source_pages/398d01aa__page-005.png,1220,1830,digitization/figures/crop_review/398d01aa__survival__table-table-2__page-5__crop-004.png,"135,1169,941,547",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/398d01aa__survival__table-table-2_panel-<panel>.png,digitization/data/398d01aa__survival__table-table-2_panel-<panel>.csv,not_checked,not_checked,"Table 2. Acropora palmata. Relation of lesion abundance to reef location, lesion type, and branch side.",,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,table_transcription_candidate,DIG-398d01aa-survival,398d01aa-1e0e-4c46-9989-8490ca8748d5,Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,survival,table:Table 3:p6,table,Table 3,6,literature/META_ANALYSIS_POOL/Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,digitization/figures/source_pages/398d01aa__page-006.png,1220,1830,digitization/figures/crop_review/398d01aa__survival__table-table-3__page-6__crop-005.png,"137,118,939,265",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/398d01aa__survival__table-table-3_panel-<panel>.png,digitization/data/398d01aa__survival__table-table-3_panel-<panel>.csv,not_checked,not_checked,"Table 3. Number of lesions per branch per colony, including geometric mean of type I and II lesions, damaged branches, and maximum number per branch.",,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,table_transcription_candidate,DIG-3d374a40-growth,3d374a40-79d3-413b-99c2-670f9da97bef,"Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",growth,table:Table 1:p3,table,Table 1,3,"literature/META_ANALYSIS_POOL/Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",digitization/figures/source_pages/3d374a40__page-003.png,1489,1985,digitization/figures/crop_review/3d374a40__growth__table-table-1__page-3__crop-001.png,"75,74,717,1849",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/3d374a40__growth__table-table-1_panel-<panel>.png,digitization/data/3d374a40__growth__table-table-1_panel-<panel>.csv,not_checked,not_checked,"Table 1. Summary of results of PERMANOVA permutation tests applied to report the effects of temperature, coral species and presence/absence of injury in coral fragments' mortality, partial mortality, growth and regeneration rates. Significant differences are marked in bold.",,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,table_transcription_candidate,DIG-3d374a40-growth,3d374a40-79d3-413b-99c2-670f9da97bef,"Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",growth,table:Table 2:p8,table,Table 2,8,"literature/META_ANALYSIS_POOL/Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",digitization/figures/source_pages/3d374a40__page-008.png,1489,1985,digitization/figures/crop_review/3d374a40__growth__table-table-2__page-8__crop-002.png,"75,74,1337,275",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/3d374a40__growth__table-table-2_panel-<panel>.png,digitization/data/3d374a40__growth__table-table-2_panel-<panel>.csv,not_checked,not_checked,Table 2. Coral fragments' average growth rate ± standard deviation in the three temperature experiments (g g−1 day−1). NA – not available.,,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,table_transcription_candidate,DIG-3d374a40-rate,3d374a40-79d3-413b-99c2-670f9da97bef,"Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",rate,table:Table 3:p8,table,Table 3,8,"literature/META_ANALYSIS_POOL/Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",digitization/figures/source_pages/3d374a40__page-008.png,1489,1985,digitization/figures/crop_review/3d374a40__rate__table-table-3__page-8__crop-001.png,"76,313,1336,481",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/3d374a40__rate__table-table-3_panel-<panel>.png,digitization/data/3d374a40__rate__table-table-3_panel-<panel>.csv,not_checked,not_checked,Table 3. Coral fragments' average regeneration rate ± standard deviation in the three temperature experiments (mm2 day−1) measured until complete regeneration or the last time point they were still alive. For more information see Supplementary material – Table 1.,,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,table_transcription_candidate,DIG-3d374a40-rate,3d374a40-79d3-413b-99c2-670f9da97bef,"Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",rate,table:Table 1:p3,table,Table 1,3,"literature/META_ANALYSIS_POOL/Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",digitization/figures/source_pages/3d374a40__page-003.png,1489,1985,digitization/figures/crop_review/3d374a40__rate__table-table-1__page-3__crop-002.png,"75,74,717,1849",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/3d374a40__rate__table-table-1_panel-<panel>.png,digitization/data/3d374a40__rate__table-table-1_panel-<panel>.csv,not_checked,not_checked,"Table 1. Summary of results of PERMANOVA permutation tests applied to report the effects of temperature, coral species and presence/absence of injury in coral fragments' mortality, partial mortality, growth and regeneration rates. Significant differences are marked in bold.",,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,quantitative_plot_candidate,DIG-3d374a40-survival,3d374a40-79d3-413b-99c2-670f9da97bef,"Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",survival,figure:Fig. 1:p5,figure,Fig. 1,5,"literature/META_ANALYSIS_POOL/Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",digitization/figures/source_pages/3d374a40__page-005.png,1489,1985,digitization/figures/crop_review/3d374a40__survival__figure-fig-1__page-5__crop-001.png,"75,74,1337,1859",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/3d374a40__survival__figure-fig-1_panel-<panel>.png,digitization/data/3d374a40__survival__figure-fig-1_panel-<panel>.csv,not_checked,not_checked,Fig. 1. Mortality of the coral species' fragments studied throughout the three temperature experiments.,,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,table_transcription_candidate,DIG-3d374a40-survival,3d374a40-79d3-413b-99c2-670f9da97bef,"Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",survival,table:Table 1:p3,table,Table 1,3,"literature/META_ANALYSIS_POOL/Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",digitization/figures/source_pages/3d374a40__page-003.png,1489,1985,digitization/figures/crop_review/3d374a40__survival__table-table-1__page-3__crop-002.png,"75,74,717,1849",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/3d374a40__survival__table-table-1_panel-<panel>.png,digitization/data/3d374a40__survival__table-table-1_panel-<panel>.csv,not_checked,not_checked,"Table 1. Summary of results of PERMANOVA permutation tests applied to report the effects of temperature, coral species and presence/absence of injury in coral fragments' mortality, partial mortality, growth and regeneration rates. Significant differences are marked in bold.",,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,quantitative_plot_candidate,DIG-3d374a40-survival,3d374a40-79d3-413b-99c2-670f9da97bef,"Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",survival,figure:Fig. 2:p6,figure,Fig. 2,6,"literature/META_ANALYSIS_POOL/Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",digitization/figures/source_pages/3d374a40__page-006.png,1489,1985,digitization/figures/crop_review/3d374a40__survival__figure-fig-2__page-6__crop-003.png,"75,74,1337,1859",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/3d374a40__survival__figure-fig-2_panel-<panel>.png,digitization/data/3d374a40__survival__figure-fig-2_panel-<panel>.csv,not_checked,not_checked,"Fig. 2. Partial mortality of the coral species' fragments studied throughout the three temperature experiments separated in percentage classes [0,25%[, [25,50%[, [50,75%[ and [75,100%].",,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,quantitative_plot_candidate,DIG-3f852e08-growth,3f852e08-6b2f-488b-9351-0f78b2ba41a5,Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,growth,figure:Fig. 6:p8,figure,Fig. 6,8,literature/META_ANALYSIS_POOL/Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,digitization/figures/source_pages/3f852e08__page-008.png,1489,1978,digitization/figures/crop_review/3f852e08__growth__figure-fig-6__page-8__crop-001.png,"109,985,683,901",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/3f852e08__growth__figure-fig-6_panel-<panel>.png,digitization/data/3f852e08__growth__figure-fig-6_panel-<panel>.csv,not_checked,not_checked,"Fig. 6. Mean (+/- 95% CI) growth in terms of (a) normalized linear extension and (b) normalized weight of Pocillopora spp. nubbins in each of three predation treatments (Predation, cage control = CC, and Predation exclusion), plus (c) ratio between normalized weight gained and increased linear extension.",,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,quantitative_plot_candidate,DIG-3f852e08-growth,3f852e08-6b2f-488b-9351-0f78b2ba41a5,Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,growth,figure:Fig. 5:p8,figure,Fig. 5,8,literature/META_ANALYSIS_POOL/Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,digitization/figures/source_pages/3f852e08__page-008.png,1489,1978,digitization/figures/crop_review/3f852e08__growth__figure-fig-5__page-8__crop-002.png,"109,66,683,955",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/3f852e08__growth__figure-fig-5_panel-<panel>.png,digitization/data/3f852e08__growth__figure-fig-5_panel-<panel>.csv,not_checked,not_checked,"Fig. 5. Adjusted mean (+/- 95% CI) of the change in weight attained by pocilloporid colonies exposed to different levels of simulated bite-inflicted damage (control = 0% or no damage, and 25, 50, or 75% of colony branch tips damaged). Means of change in weight were adjusted by ANCOVA to the mean initial weight of colonies.",,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,table_transcription_candidate,DIG-3f852e08-growth,3f852e08-6b2f-488b-9351-0f78b2ba41a5,Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,growth,table:Table 1:p9,table,Table 1,9,literature/META_ANALYSIS_POOL/Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,digitization/figures/source_pages/3f852e08__page-009.png,1489,1978,digitization/figures/crop_review/3f852e08__growth__table-table-1__page-9__crop-003.png,"109,66,1271,1820",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/3f852e08__growth__table-table-1_panel-<panel>.png,digitization/data/3f852e08__growth__table-table-1_panel-<panel>.csv,not_checked,not_checked,"Table 1. Carbonate budget estimated for La Azufrada coral reef, considering only the production of Pocillopora spp. and the destruction by the puffer Arothron meleagris.",,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,quantitative_plot_candidate,DIG-40359446-growth,40359446-8345-4a72-8169-af86ad3de9d6,Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,growth,figure:Fig. 1:p7,figure,Fig. 1,7,literature/META_ANALYSIS_POOL/Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,digitization/figures/source_pages/40359446__page-007.png,1531,2006,digitization/figures/crop_review/40359446__growth__figure-fig-1__page-7__crop-001.png,"148,1064,1234,785",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/40359446__growth__figure-fig-1_panel-<panel>.png,digitization/data/40359446__growth__figure-fig-1_panel-<panel>.csv,not_checked,not_checked,Fig. 1. Pocillopora verrucosa. Growth after 10 d incubation at high/low flow and high/low temperature for corals that were injured or uninjured in two replicate trials.,,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,table_transcription_candidate,DIG-40359446-growth,40359446-8345-4a72-8169-af86ad3de9d6,Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,growth,table:Table 2:p7,table,Table 2,7,literature/META_ANALYSIS_POOL/Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,digitization/figures/source_pages/40359446__page-007.png,1531,2006,digitization/figures/crop_review/40359446__growth__table-table-2__page-7__crop-002.png,"148,95,1234,449",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/40359446__growth__table-table-2_panel-<panel>.png,digitization/data/40359446__growth__table-table-2_panel-<panel>.csv,not_checked,not_checked,"Table 2. Results of a 3-way, blocked ANOVA comparing the growth in buoyant weight of Pocillopora verrucosa nubbins as a function of injury, flow speed, temperature, and their interaction in the laboratory experiment.",,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,table_transcription_candidate,DIG-40359446-growth,40359446-8345-4a72-8169-af86ad3de9d6,Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,growth,table:Table 4:p8,table,Table 4,8,literature/META_ANALYSIS_POOL/Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,digitization/figures/source_pages/40359446__page-008.png,1531,2006,digitization/figures/crop_review/40359446__growth__table-table-4__page-8__crop-003.png,"686,95,696,520",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/40359446__growth__table-table-4_panel-<panel>.png,digitization/data/40359446__growth__table-table-4_panel-<panel>.csv,not_checked,not_checked,"Table 4. Results of a 2-way ANOVA comparing the growth in buoyant weight of juvenile Pocillopora verrucosa as a function of substrate type, predation, and their interaction.",,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,quantitative_plot_candidate,DIG-40359446-rate,40359446-8345-4a72-8169-af86ad3de9d6,Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,rate,figure:Fig. 2:p8,figure,Fig. 2,8,literature/META_ANALYSIS_POOL/Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,digitization/figures/source_pages/40359446__page-008.png,1531,2006,digitization/figures/crop_review/40359446__rate__figure-fig-2__page-8__crop-001.png,"148,95,666,923",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/40359446__rate__figure-fig-2_panel-<panel>.png,digitization/data/40359446__rate__figure-fig-2_panel-<panel>.csv,not_checked,not_checked,Fig. 2. Pocillopora verrucosa. Mean percent (+ SE) of lesions healed at the end of the 10 d trials; results from the two trials are pooled.,,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,quantitative_plot_candidate,DIG-45fcfd8e-survival,45fcfd8e-a2d2-4345-aec0-baeb03f883a4,Jayewardene et al. - 2009 - Effects of frequent fish predation on corals in Hawaii.pdf,survival,figure:Fig. 6:p7,figure,Fig. 6,7,literature/META_ANALYSIS_POOL/Jayewardene et al. - 2009 - Effects of frequent fish predation on corals in Hawaii.pdf,digitization/figures/source_pages/45fcfd8e__page-007.png,1489,1978,digitization/figures/crop_review/45fcfd8e__survival__figure-fig-6__page-7__crop-001.png,"109,66,683,1741",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/45fcfd8e__survival__figure-fig-6_panel-<panel>.png,digitization/data/45fcfd8e__survival__figure-fig-6_panel-<panel>.csv,not_checked,not_checked,"Fig. 6. Probability of over-predation versus coral cover (C) and healing time (h). The surface is the model prediction as a function of C and h, the line is the model prediction for the measured healing time h = 42 days, and the points are site-specific probabilities of over-predation.",,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,quantitative_plot_candidate,DIG-4cc9b30b-growth,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,growth,figure:Fig. 2:p3,figure,Fig. 2,3,literature/META_ANALYSIS_POOL/Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,digitization/figures/source_pages/4cc9b30b__page-003.png,1489,1978,digitization/figures/crop_review/4cc9b30b__growth__figure-fig-2__page-3__crop-001.png,"105,66,687,1741",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/4cc9b30b__growth__figure-fig-2_panel-<panel>.png,digitization/data/4cc9b30b__growth__figure-fig-2_panel-<panel>.csv,not_checked,not_checked,"Fig. 2. The average cumulative weight gain (g cm-2) for 5-cm undamaged controls, 4-cm treatment nubbins, 2-cm treatment nubbins, and 1-cm treatment nubbins over the 3-month monitoring period. The dashed line indicates the average time of scar healing.",,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,quantitative_plot_candidate,DIG-4cc9b30b-rate,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,rate,figure:Fig. 2:p3,figure,Fig. 2,3,literature/META_ANALYSIS_POOL/Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,digitization/figures/source_pages/4cc9b30b__page-003.png,1489,1978,digitization/figures/crop_review/4cc9b30b__rate__figure-fig-2__page-3__crop-001.png,"105,66,687,1741",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/4cc9b30b__rate__figure-fig-2_panel-<panel>.png,digitization/data/4cc9b30b__rate__figure-fig-2_panel-<panel>.csv,not_checked,not_checked,"Fig. 2. The average cumulative weight gain (g cm-2) for 5-cm undamaged controls, 4-cm treatment nubbins, 2-cm treatment nubbins, and 1-cm treatment nubbins over the 3-month monitoring period. The dashed line indicates the average time of scar healing.",,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,quantitative_plot_candidate,DIG-58b15640-growth,58b15640-3061-4ea9-a606-877701eef38c,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",growth,figure:Fig. 3:p8,figure,Fig. 3,8,"literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",digitization/figures/source_pages/58b15640__page-008.png,1489,1978,digitization/figures/crop_review/58b15640__growth__figure-fig-3__page-8__crop-001.png,"109,65,1271,1156",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/58b15640__growth__figure-fig-3_panel-<panel>.png,digitization/data/58b15640__growth__figure-fig-3_panel-<panel>.csv,not_checked,not_checked,Fig. 3. Effect of lesion spacing on coral growth rates at different locations on the colony represented by the angle of growth.,,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,table_transcription_candidate,DIG-58b15640-growth,58b15640-3061-4ea9-a606-877701eef38c,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",growth,table:Table 2:p7,table,Table 2,7,"literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",digitization/figures/source_pages/58b15640__page-007.png,1489,1978,digitization/figures/crop_review/58b15640__growth__table-table-2__page-7__crop-002.png,"109,65,683,1747",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/58b15640__growth__table-table-2_panel-<panel>.png,digitization/data/58b15640__growth__table-table-2_panel-<panel>.csv,not_checked,not_checked,Table 2. Model selection information: effect of lesion spacing on linear extension.,,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
accepted_visual_candidate,auto_crop_proposal_created,needs_human_crop_box_qa,quantitative_plot_candidate,DIG-58b15640-growth,58b15640-3061-4ea9-a606-877701eef38c,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",growth,figure:Fig. 2:p7,figure,Fig. 2,7,"literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",digitization/figures/source_pages/58b15640__page-007.png,1489,1978,digitization/figures/crop_review/58b15640__growth__figure-fig-2__page-7__crop-003.png,"109,65,1270,887",caption_segment_content_bbox,caption_bbox_found,all_unverified,digitization/figures/58b15640__growth__figure-fig-2_panel-<panel>.png,digitization/data/58b15640__growth__figure-fig-2_panel-<panel>.csv,not_checked,not_checked,Fig. 2. Effect of lesion spacing on percent of lesion healed and coral skeletal growth rate after 20 and 39 days. Values plotted are fitted values from the mixed effects model and error bars represent +/- 1 SE.,,Review crop proposal against source page; adjust crop box and panel label before treating as a final clip.
