source_id,source_title,notebook_present,local_relpath,local_filename,current_folder,local_present,source_to_local_score,audit_count,audit_titles,audit_verdicts,candidate_bins,conflicting_audits,screening_bucket,screening_notes
b9536b7f-eb24-428a-8a9f-9750a74faa1f,Hall_2001_The_response_of_Acropora_hyacinthus_and_Montipora_tuberc..._doi-10.1016-s0022-0981_01_00318-5.pdf,1,literature/META_ANALYSIS_POOL/Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,META_ANALYSIS_POOL,1,0.971,2,3. Hall (2001) [The response of Acropora hyacinthus and Montipora tuberculosa...] || 3. Hall (2001) [The response of *Acropora hyacinthus* and *Montipora tuberculosa* to three different types of colony damage...],[Exclude] || [Include in Bin 1],rate,1,include_primary_needs_fulltext,"[Exclude] Reports the total amount of tissue regenerated at specific time intervals rather than a continuous temporal speed (e.g., mm²/day). || [Include in Bin 1] Excellent comparative study of injury types, but the primary quantitative healing effect sizes must be extracted via figure digitization."
5f4a560f-1449-4b1d-96ad-236a0da5fcb7,Horwitz_2014_High_CO2_detrimentally_affects_tissue_regeneration_of_Red..._doi-10.1007-s00338-014-1150-5.pdf,1,literature/META_ANALYSIS_POOL/Horwitz and Fine - 2014 - High CO2 detrimentally affects tissue regeneration of Red Sea corals.pdf,Horwitz and Fine - 2014 - High CO2 detrimentally affects tissue regeneration of Red Sea corals.pdf,META_ANALYSIS_POOL,1,1.163,2,3. Horwitz and Fine (2014) [High CO2 detrimentally affects tissue regeneration of Red Sea corals],"[Include in Bin 1] || [Include in Bins 1, 5]",rate|mechanism,0,include_primary_needs_fulltext,"[Include in Bin 1] *Reason:* Excellent primary data source providing standardized macroscopic tissue regeneration rates with clearly reported variance and sample sizes under ocean acidification stress. || [Include in Bins 1, 5] A robust primary data source demonstrating the severe impairment of regeneration across diverse morphologies under ocean acidification (OA) stress. Data extraction will require figure digitization."
40359446-8345-4a72-8169-af86ad3de9d6,Lenihan_2010_Response_of_Pocillopora_verrucosa_to_corallivory_varies_wi..._doi-10.3354-meps08595.pdf,1,literature/META_ANALYSIS_POOL/Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,META_ANALYSIS_POOL,1,1.085,2,1. Lenihan and Edmunds (2010) [Response of *Pocillopora verrucosa* to corallivory...] || 1. Lenihan and Edmunds (2010) [Response of Pocillopora verrucosa to corallivory varies with environmental conditions],"[Include in Bins 1, 2]",rate|growth,0,include_primary_needs_fulltext,"[Include in Bins 1, 2] A highly relevant primary study, but effect sizes (means and SE) will need to be extracted by digitizing the figures since the text is deficient. || [Include in Bins 1, 2] A robust primary experimental study assessing the multi-stressor effects of flow and temperature on tissue regeneration and somatic growth, but accurate effect sizes must be extracted via figure digitization."
c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters_1994_Damage_and_regeneration_links_to_growth_in_the_reef-buildin..._doi-10.3354-meps112119.pdf,1,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,META_ANALYSIS_POOL,1,1.093,2,4. Meesters et al. (1994) [Damage and regeneration: links to growth in the reef-building coral *Montastrea annularis*] || 4. Meesters et al. (1994) [Damage and regeneration: links to growth in the reef-building coral Montastrea annularis],"[Include in Bins 1, 2] || [Exclude]",growth|rate,1,include_primary_needs_fulltext,"[Include in Bins 1, 2] A foundational study directly linking regeneration prioritization to somatic growth suppression, but data extraction will require figure digitization. || [Exclude] A foundational study linking regeneration to somatic growth costs, but the provided excerpts are entirely deficient in the raw extractable data (means and variances), providing only ANOVA significance outputs."
398d01aa-1e0e-4c46-9989-8490ca8748d5,Meesters_1996_Partial_Mortality_in_Three_Species_of_Reef_-_Building....pdf,1,literature/META_ANALYSIS_POOL/Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,META_ANALYSIS_POOL,1,1.113,2,5. Meesters et al. (1996) [Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology],[Include in Bin 4] || [Exclude],survival,1,include_primary_needs_fulltext,"[Include in Bin 4] Provides extractable, standardized quantitative field data on the prevalence and size of natural background partial mortality across different coral morphologies. || [Exclude] While the study models partial mortality relative to colony morphology, the provided text excerpts are deficient in raw extractable data. Evaluating true effect sizes and variances would require digitizing the manuscript's figures."
a3b88246-eb7f-49ed-a997-67c6d36e9413,Oren_2001_Colony_Integration_during_Regeneration_in_the_Stony_C..._doi-10.2307-2680199.pdf,1,literature/META_ANALYSIS_POOL/Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,META_ANALYSIS_POOL,1,1.095,2,5. Oren et al. (2001) [Colony Integration during Regeneration in the Stony Coral Favia favus] || 2. Oren et al. (2001) [Colony Integration during Regeneration in the Stony Coral Favia favus],"[Exclude] || [Include in Bins 1, 3]",rate|reproduction,1,include_primary_needs_fulltext,"[Exclude] While this study measures the exact variables required for Bins 1 and 3, the provided text excerpts are deficient in raw extractable data (means and variances), making extraction impossible without visual digitization of the original manuscript's figures. || [Include in Bins 1, 3] A foundational study explicitly testing the localized regeneration hypothesis versus colony integration by measuring healing rates and localized reproductive costs [4]. However, data extraction will require accessing the full manuscript's tables or digitizing its figures."
0ccdd954-1740-44d7-a2c6-6280125057b5,Rice_2019_Different_nitrogen_sources_speed_recovery_from_corallivory_a..._doi-10.7717-peerj.8056.pdf,1,literature/META_ANALYSIS_POOL/Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,META_ANALYSIS_POOL,1,1.126,2,4. Rice et al. (2019) [Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome...] || 1. Rice et al. (2019) [Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a reef-building coral],"[Exclude] || [Include in Bins 1, 2]",growth|rate,1,include_primary_needs_fulltext,"[Exclude] A highly relevant paper testing the interaction of thermal stress, corallivory, and nutrients, but the provided text snippets are deficient in raw extractable data (means, variances, and sample sizes). || [Include in Bins 1, 2] A robust primary experimental study assessing the interactive effects of seawater warming, nutrient enrichment, and corallivory on tissue regeneration and growth [3]. Effect sizes must be extracted via figure digitization."
6da70b1c-7428-4a76-904c-b69d981f2824,Sabine_2015_Environmental_conditions_influence_tissue_regeneration_rates..._doi-10.1016-j.marpolbul.2015.04.006.pdf,1,literature/META_ANALYSIS_POOL/Sabine et al. - 2015 - Environmental conditions influence tissue regeneration rates in scleractinian corals.pdf,Sabine et al. - 2015 - Environmental conditions influence tissue regeneration rates in scleractinian corals.pdf,META_ANALYSIS_POOL,1,1.148,2,5. Sabine et al. (2015) [Environmental conditions influence tissue regeneration rates in scleractinian corals] || 2. Sabine et al. (2015) [Environmental conditions influence tissue regeneration rates in scleractinian corals],[Include in Bin 1],rate,0,include_primary_needs_fulltext,"[Include in Bin 1] A highly relevant primary study testing healing rates across different environmental/water quality gradients. However, data extraction will require accessing the full manuscript's tables or digitizing its figures, as the provided text is deficient in raw recovery rate numbers. || [Include in Bin 1] A highly relevant field study analyzing the effects of water quality (turbidity, flow, sedimentation) on continuous regeneration rates [4]. Data extraction will require figure digitization."
b269f689-c2c5-48a1-8ecb-f284c3ed7edc,Titlyanov_2005_Regeneration_of_artificial_injuries_on_scleractinian_corals..._doi-10.1016-j.jembe.2005.02.015.pdf,1,literature/META_ANALYSIS_POOL/Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,META_ANALYSIS_POOL,1,1.129,2,2. Titlyanov et al. (2005) [Regeneration of artificial injuries on scleractinian corals and coral/algal competition...] || 4. Titlyanov et al. (2005) [Regeneration of artificial injuries on scleractinian corals and coral/algal competition...],"[Include in Bins 1, 2]",rate|growth,0,include_primary_needs_fulltext,"[Include in Bins 1, 2] A highly relevant primary study that measures standardized growth and healing rates under varying abiotic conditions. However, data extraction will require digitizing the figures, as the provided text is deficient in raw numbers. || [Include in Bins 1, 2] A highly relevant primary study that measures standardized growth and healing rates under varying abiotic conditions (light intensity) and injury types. Data extraction will require figure digitization."
9c887b4c-dae5-4725-96db-948c2491e53d,Titlyanov_2006_Three_stages_of_injuries_regeneration_on_scleractinian_coral..._doi-10.3755-jcrs.8.39.pdf,1,literature/META_ANALYSIS_POOL/Titlyanov et al. - 2006 - Three stages of injuries regeneration on scleractinian corals.pdf,Titlyanov et al. - 2006 - Three stages of injuries regeneration on scleractinian corals.pdf,META_ANALYSIS_POOL,1,1.137,2,3. Titlyanov et al. (2006) [Three stages of injuries regeneration on scleractinian corals] || 5. Titlyanov et al. (2006) [Three stages of injuries regeneration on scleractinian corals],"[Include in Bins 1, 2]",rate|growth,0,include_primary_needs_fulltext,"[Include in Bins 1, 2] Provides the necessary data for both regeneration and growth costs across multiple injury phenotypes, but accurate effect sizes and variance (SD) must be extracted via figure digitization. || [Include in Bins 1, 2] Provides comprehensive categorical tracking of both regeneration speeds and whole-fragment growth costs across multiple injury phenotypes and morphological forms. Accurate effect sizes and variance must be extracted via figure digitization."
347f789a-ef73-4089-aa77-0e46f2b2d196,Townsend_2023_Differing_lesion_recovery_rates_of_two_Caribbean_stony_cor..._doi-10.1007-s00338-023-02414-3.pdf,1,literature/META_ANALYSIS_POOL/Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,META_ANALYSIS_POOL,1,1.087,2,4. Townsend et al. (2023) [Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesophotic depth gradient...] || 1. Townsend et al. (2023) [Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesophotic...],[Exclude] || [Include in Bin 1],rate,1,include_primary_needs_fulltext,"[Exclude] While the study models continuous regeneration across a depth gradient, the provided text excerpts are deficient in raw extractable data (means and variances), providing only statistical regression outputs. || [Include in Bin 1] A highly relevant field study analyzing how continuous tissue regeneration metrics change across a depth gradient (shallow to mesophotic). However, the raw effect sizes (means and variances) will need to be extracted or digitized from the manuscript's figures."
,,0,literature/META_ANALYSIS_POOL/Brush - 2024 - Ecology of Fishes and Invertebrates Inhabiting the.pdf,Brush - 2024 - Ecology of Fishes and Invertebrates Inhabiting the.pdf,META_ANALYSIS_POOL,1,,1,2. Brush (2024) [Ecology of Fishes and Invertebrates Inhabiting the...],[Exclude],,0,review_fulltext_needed,"[Exclude] The source text is missing from the data pool, preventing any data extraction."
daec544d-cfab-46db-be2a-1d3596bc0395,Burmester_2018_The_impact_of_autotrophic_versus_heterotrophic_nutritional_p..._doi-10.1002-ece3.4531.pdf,1,literature/META_ANALYSIS_POOL/Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,META_ANALYSIS_POOL,1,1.080,1,1. Burmester et al. (2018),[Exclude],rate|growth,0,review_fulltext_needed,"[Exclude] The paper lacks a standardized daily regeneration rate, an un-wounded control group for growth comparisons, and fails to report variance metrics for its proportional healing data in the text."
9f7a74ab-485d-44be-88c3-28c6b4a7c491,Chadwick_1990_Regeneration_after_experimental_breakage_in_the_solitary_ree..._doi-10.1016-0022-0981_90_90093-r.pdf,1,literature/META_ANALYSIS_POOL/Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,META_ANALYSIS_POOL,1,0.983,2,3. Chadwick and Loya (1990) || 3. Chadwick and Loya (1990) [Regeneration after experimental breakage in the solitary reef coral *Fungia granulosa*...],[Exclude],,0,review_fulltext_needed,"[Exclude] Primary quantitative data (means, variance, sample sizes) for the regeneration variables cannot be extracted from the provided text excerpts. || [Exclude] Primary quantitative data cannot be extracted from the provided text fragments."
740435e0-2577-4691-baa4-77cc09e904e9,Cox_2014_Corallivory_The_Coral_s_Point_of_View.pdf,1,literature/META_ANALYSIS_POOL/Cox - 2014 - Corallivory The Coral’s Point of View.pdf,Cox - 2014 - Corallivory The Coral’s Point of View.pdf,META_ANALYSIS_POOL,1,1.077,2,3. Cox 2014 (Corallivory: The Coral’s Point of View) || 2. Cox (2014) [Corallivory The Coral’s Point of View],[Exclude],,0,review_fulltext_needed,"[Exclude] The paper is missing from the corpus, preventing any data extraction. || [Exclude] The source text is missing from the data pool, preventing any data extraction."
28b1e816-45f3-42fc-a2b0-0cfea52a0adc,DeFilippo_2016_Patterns_of_surface_lesion_recovery_in_the_Northern_Star_..._doi-10.1016-j.jembe.2016.03.016.pdf,1,"literature/high_confidence/DeFilippo et al. - 2016 - Patterns of surface lesion recovery in the Northern Star Coral, Astrangia poculata.pdf","DeFilippo et al. - 2016 - Patterns of surface lesion recovery in the Northern Star Coral, Astrangia poculata.pdf",high_confidence,1,1.146,1,5. DeFilippo et al. 2016 (Patterns of surface lesion recovery in the Northern Star Coral),[Exclude],rate,0,review_fulltext_needed,[Exclude] The study does not provide a standardized daily continuous regeneration rate and lacks extractable raw means and variances for macroscopic healing or mortality within the text itself.
3d374a40-79d3-413b-99c2-670f9da97bef,Dias_2018_Mortality_growth_and_regeneration_following_fragmentation_o..._doi-10.1016-j.seares.2018.08.008.pdf,1,"literature/high_confidence/Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf","Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",high_confidence,1,1.075,1,"2. Dias et al. (2018) [Mortality, growth and regeneration following fragmentation...]",[Exclude],,0,review_fulltext_needed,"[Exclude] While the study measures the exact variables required for Bins 1, 2, and 4, the provided text excerpts are deficient in raw extractable data (means, variances, and sample sizes), making extraction impossible without access to the paper's figures/raw tables."
,,0,literature/META_ANALYSIS_POOL/Doo et al. - 2018 - Obligate ectosymbionts increase the physiological .pdf,Doo et al. - 2018 - Obligate ectosymbionts increase the physiological .pdf,META_ANALYSIS_POOL,1,,1,1. Doo et al. (2018) [Obligate ectosymbionts increase the physiological...],[Exclude],,0,review_fulltext_needed,"[Exclude] The source text is missing from the data pool, preventing any data extraction."
,,0,literature/META_ANALYSIS_POOL/Edmunds and Burgess - 2017 - Colony size and turbulent flow speed modulate the .pdf,Edmunds and Burgess - 2017 - Colony size and turbulent flow speed modulate the .pdf,META_ANALYSIS_POOL,1,,2,4. Edmunds and Burgess (2017) [Colony size and turbulent flow speed modulate...] || 3. Edmunds and Burgess (2017) [Colony size and turbulent flow speed modulate the...],[Exclude],,0,review_fulltext_needed,[Exclude] Paper is missing from the data pool. || [Exclude] The source text is missing from the data pool.
,,0,literature/META_ANALYSIS_POOL/Edmunds et al. - 2025 - A physiological crisis drives the coral recruitmen.pdf,Edmunds et al. - 2025 - A physiological crisis drives the coral recruitmen.pdf,META_ANALYSIS_POOL,1,,1,1. Edmunds et al. (2025) [A physiological crisis drives the coral recruitmen...],[Exclude],,0,review_fulltext_needed,"[Exclude] The source text is missing from the data pool, preventing any data extraction."
c6b2ff5b-0225-4b9a-92e7-8dfa6a6debeb,Enochs_2017_Corallivory_in_the_Eastern_Pacific_doi-10.1007-978-94-017-7499-4_10.pdf,1,literature/META_ANALYSIS_POOL/Enochs and Glynn - 2017 - Corallivory in the Eastern Pacific.pdf,Enochs and Glynn - 2017 - Corallivory in the Eastern Pacific.pdf,META_ANALYSIS_POOL,1,1.088,2,2. Enochs and Glynn (2017) [Corallivory in the Eastern Pacific],[Exclude],,0,review_fulltext_needed,"[Exclude] Paper is missing from the data pool and lacks extractable primary outcomes. || [Exclude] The source text is missing from the data pool, preventing any data extraction."
58b15640-3061-4ea9-a606-877701eef38c,Hamman_2019_Spatial_distribution_of_damage_affects_the_healing_growth_..._doi-10.1007-s00442-019-04509-7.pdf,1,"literature/high_confidence/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",high_confidence,1,1.156,1,5. Hamman (2019) [Spatial distribution of damage affects the healing...],[Exclude],rate|growth,0,review_fulltext_needed,"[Exclude] Lacks a standardized daily regeneration rate, providing only total proportional recovery, and lacks explicit raw baseline means for uninjured control growth."
,,0,literature/META_ANALYSIS_POOL/Honeycutt et al. - 2023 - Farmerfish gardens help buffer stony corals agains.pdf,Honeycutt et al. - 2023 - Farmerfish gardens help buffer stony corals agains.pdf,META_ANALYSIS_POOL,1,,1,1. Honeycutt et al. (2023) [Farmerfish gardens help buffer stony corals against...],[Exclude],,0,review_fulltext_needed,"[Exclude] The source text is missing from the data pool, preventing any data extraction."
