source_id,paper_title,taxon_raw,taxon_count,taxon_parse_status,genus_candidates,genus,genus_model_status,family_candidates,family,family_model_status,taxonomy_lookup_status,growth_form_raw,growth_form_standard_candidates,growth_form_standard,growth_form_model_status,tissue_type_raw,skeletal_porosity_raw_evidence,skeletal_porosity_candidates,skeletal_porosity,skeletal_porosity_model_status,study_type_raw,field_lab_mesocosm,field_lab_mesocosm_status,depth_min_m,depth_max_m,depth_mid_m,depth_span_m,initial_wound_area_raw,initial_wound_area_min_mm2,initial_wound_area_max_mm2,initial_wound_area_mid_mm2,initial_wound_area_status,wound_perimeter_raw,wound_perimeter_min_mm,wound_perimeter_max_mm,wound_perimeter_mid_mm,wound_perimeter_status,lesion_depth_raw,lesion_depth_min_mm,lesion_depth_max_mm,lesion_depth_mid_mm,lesion_depth_status,num_lesions_raw,num_lesions_min,num_lesions_max,num_lesions_mid,num_lesions_status,temperature_raw,temperature_min_c,temperature_max_c,temperature_mid_c,temperature_status,pH_or_pCO2_raw,pH_min,pH_max,pH_mid,pCO2_uatm_min,pCO2_uatm_max,pCO2_uatm_mid,carbonate_chemistry_status,nutrient_enrichment_raw,nutrient_enrichment_standard,sedimentation_raw,sedimentation_standard,flow_regime_raw,flow_regime_standard,light_raw,light_standard,symbiont_status_raw,symbiont_status_standard,lesion_method_raw,injury_mechanism_standard,lesion_type_raw,tissue_skeleton_involvement_standard,location_raw,site,country_territory,water_body,latitude,longitude,coordinate_basis,coordinate_confidence,covariate_readiness_status,covariate_blockers,covariate_warnings,notes
28b1e816-45f3-42fc-a2b0-0cfea52a0adc,"DeFilippo et al. - 2016 - Patterns of surface lesion recovery in the Northern Star Coral, Astrangia poculata.pdf",Astrangia poculata,1,single_taxon,Astrangia,Astrangia,single_genus_ready,Astrangiidae,Astrangiidae,single_family_ready,worms_scleractinia_match,,,,growth_form_missing,visible polyp and coenenchyme tissue,,,,porosity_missing,laboratory,lab,single_setting_ready,6,10,8,4,,,,,missing,,,,,missing,,,,,missing,1 or 2,1,2,1.5,range_or_multiple_values,18,18,18,18,single_value,,,,,,,,missing,targeted ad libitum feedings of copepods daily,present_or_manipulated,,,"integrated, flow-through aquarium system with ultraviolet-sterilized, particulate-filtered seawater",present_or_manipulated,high output (HO) T5 fluorescent fixtures (daylight and actinic bulb),present_or_manipulated,symbiotic and aposymbiotic,aposymbiotic,"removed visible polyp and coenenchyme tissue with a Waterpik, eroded raised corallite structure relatively flat with a diamond coated file",air_or_water_jet; scraping_or_abrasion,tissue and skeleton,tissue_and_skeleton,"Fort Wetherill National Park in Jamestown, Rhode Island",Fort Wetherill National Park,USA,,41.477778,-71.359444,site_facility_centroid,high,covariates_partial,,growth_form_not_single_standard_category; skeletal_porosity_not_single_standard_category; initial_wound_area_mid_mm2_missing,"Evaluated the response of symbiotic and aposymbiotic A. poculata to wounds of varying size and shape. Recovery originated primarily from tissue remnants within the lesion site, demonstrating a 'Phoenix effect' healing pattern. [repair: Coordinates were extracted as reported despite typographical errors in the source, while growth form and specific absolute initial lesion areas were not explicitly reported and could not be unambiguously inferred.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]"
09f69156-3ca0-4bf2-98e2-fe2b25612587,Denis et al. - 2011 - Lesion regeneration capacities in populations of the massive coral Porites lutea at Réunion Island.pdf,Porites lutea,1,single_taxon,Porites,Porites,single_genus_ready,Poritidae,Poritidae,single_family_ready,worms_scleractinia_match,massive,massive_submassive,massive_submassive,single_growth_form_ready,perforate,tissue_type=perforate,perforate,perforate,single_porosity_ready,field,field,single_setting_ready,1,2,1.5,1,330,330,330,330,single_value,,,,,missing,3,3,3,3,single_value,,,,,missing,23.2-32.7,23.2,32.7,27.95,range_or_multiple_values,,,,,,,,missing,,,,,,,,,,,grinding stone (Dremel) powered by a pneumatic drill,drill_or_grinding,tissue and skeleton,tissue_and_skeleton,Réunion Island,"Planch’Alizé, Trou d’Eau, Varangue, Kiosque",Réunion,south-western Indian Ocean,-21.116667,55.533333,reported_exact,high,core_covariates_ready,,,"Evaluated the regeneration capacity of standard artificial lesions in Porites lutea across four sites and four seasons to assess the role of extrinsic environmental factors. [repair: Tissue type was inferred as perforate based on the standard biological classification of the focal genus Porites, as it was not explicitly stated in the text.]"
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,Acropora muricata,1,single_taxon,Acropora,Acropora,single_genus_ready,Acroporidae,Acroporidae,single_family_ready,worms_scleractinia_match,branching,branching,branching,single_growth_form_ready,branch,,,,porosity_missing,field,field,single_setting_ready,1,2,1.5,1,104,104,104,104,single_value,,,,,missing,3,3,3,3,single_value,1,1,1,1,single_value,,,,,missing,,,,,,,,missing,,,,,,,,,C3 Symbiodinium,c3_symbiodinium,grinding stone,drill_or_grinding,tissue and skeleton,tissue_and_skeleton,west coast of Réunion Island at two shallow reef-flat sites,Planch’Alizé and Kiosque,Réunion,Indian Ocean,-21.116667,55.533333,reported_exact,high,core_covariates_ready,,skeletal_porosity_not_single_standard_category,Investigated relationships between skeletal growth and lesion regeneration in contrasting natural environments. Demonstrated a trade-off where fast growth associated with high zooxanthellae densities impaired regeneration capacity. [repair: Specific ambient or experimental temperature values were plotted in figures but not explicitly reported in the text.] [agent repair: Temperature was not reported as a single explicit study-level value.]
3d374a40-79d3-413b-99c2-670f9da97bef,"Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf","Acropora tenuis, Pocillopora damicornis, Stylophora pistillata, Psammocora contigua, Montipora capricornis, Turbinaria reniformis, Echinopora lamellosa, Galaxea fascicularis",8,multi_taxon,Acropora; Pocillopora; Stylophora; Psammocora; Montipora; Turbinaria; Echinopora; Galaxea,,multi_taxon,Acroporidae; Pocilloporidae; Psammocoridae; Dendrophylliidae; Merulinidae; Euphylliidae,,multiple_families_not_collapsed,worms_scleractinia_match,"branching, plating, encrusting, massive",branching; massive_submassive; encrusting; plating_foliose,,multiple_growth_forms_not_collapsed,fragment,,,,porosity_missing,laboratory,lab,single_setting_ready,,,,,7.07,7.07,7.07,7.07,single_value,,,,,missing,,,,,missing,1,1,1,1,single_value,"26, 30, 32",26,32,29,range_or_multiple_values,pH 8.2-8.3,8.2,8.3,8.25,,,,ph_reported,,,,,"turnover rate of 5 times per hour, increased surface water motion using a powerhead",present_or_manipulated,320-345; 12 h light/ 12 h dark cycle,present_or_manipulated,,,circular injuries inflicted using a Dremel rotatory tool with a cutting disk,drill_or_grinding; cutting_or_punch,tissue and skeleton,tissue_and_skeleton,Oceanário de Lisboa (Portugal),Oceanário de Lisboa,Portugal,,38.763503,-9.093783,site_facility_centroid,high,covariates_partial,,multi_taxon_row_trait_moderators_need_observation_taxon; multiple_families_not_collapsed; growth_form_not_single_standard_category; skeletal_porosity_not_single_standard_category; depth_mid_m_missing,"Investigated mortality, growth, and regeneration of 9 Indo-Pacific coral species subjected to experimental injury and thermal stress. [repair: Coordinates and natural collection depths were not reported, as the study was conducted in a laboratory using captive coral colonies.] [agent repair: Explicit latitude/longitude were not reported in the accessible text. Numeric depth bounds were not explicitly reported in the accessible text.]"
c849a042-644e-4b4f-a530-33cfb800d9a9,E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,"Fungia scutaria, Fungia granulosa, Fungia horrida",1,single_taxon,Fungia,Fungia,single_genus_ready,Fungiidae,Fungiidae,single_family_ready,worms_scleractinia_match,solitary,solitary,solitary,single_growth_form_ready,tissue and skeleton fragments,,,,porosity_missing,laboratory and field,field_and_lab,mixed_setting_not_collapsed,,,,,,,,,missing,,,,,missing,,,,,missing,,,,,missing,25,25,25,25,single_value,,,,,,,,missing,,,,,daily water changes in petri dishes; aerated sea water in aquaria,present_or_manipulated,12 h light: 12 h dark,present_or_manipulated,,,broken into wedge-shaped fragments; placement of putty on adult corallum; removal of surface tissues,fragmentation_or_breakage,fragmentation and tissue loss,fragmentation,coral reef in Ellat (Red Sea),,Israel,Red Sea,29.500000,34.916667,town_or_lab_centroid,medium,core_covariates_ready,,skeletal_porosity_not_single_standard_category; depth_mid_m_missing; initial_wound_area_mid_mm2_missing,"Investigated the mechanism of bud formation and a physiological trade-off between tissue regeneration and asexual budding in solitary fungiid corals after experimental damage. [repair: Coordinates, explicit numeric depth bounds, and exact initial lesion areas in mm^2 were not reported in the provided text.] [agent repair: Explicit latitude/longitude were not reported in the accessible text. Numeric depth bounds were not explicitly reported in the accessible text. A single directly comparable wound area was not explicitly reported.]"
b0949a7c-520e-4a37-af04-25979598ec2d,Edmunds and Lenihan - 2010 - Effect of sub-lethal damage to juvenile colonies of massive Porites spp. under contrasting regimes o.pdf,"Porites spp., Porites lutea, Porites lobata",1,single_genus_species_ambiguous,Porites,Porites,single_genus_ready,Poritidae,Poritidae,single_family_ready,worms_scleractinia_match,massive,massive_submassive,massive_submassive,single_growth_form_ready,tissue and skeleton,,,,porosity_missing,laboratory,lab,single_setting_ready,3,4,3.5,1,68,68,68,68,single_value,,,,,missing,1-2,1,2,1.5,range_or_multiple_values,2,2,2,2,single_value,"26.7, 29.6",26.7,29.6,28.15,range_or_multiple_values,,,,,,,,missing,,,,,6 and 21 cm s-1,present_or_manipulated,700; 12-h light/12-h dark cycle,present_or_manipulated,,,gouging with snub nose pliers,,tissue and skeleton,tissue_and_skeleton,lagoon of Moorea,,French Polynesia,,-17.500000,-149.833333,reported_exact,high,core_covariates_ready,,skeletal_porosity_not_single_standard_category,"Evaluated how sub-lethal damage interacts with temperature and water flow to affect growth, maximum dark-adapted quantum yield of PSII (Fv/Fm), and healing."
2e3b055f-28df-4def-97aa-660ac537a95f,Edmunds and Yarid - 2017 - The effects of ocean acidification on wound repair in the coral Porites spp..pdf,"Porites spp., Porites lutea, Porites lobata",1,single_genus_species_ambiguous,Porites,Porites,single_genus_ready,Poritidae,Poritidae,single_family_ready,worms_scleractinia_match,massive,massive_submassive,massive_submassive,single_growth_form_ready,perforate,tissue_type=perforate,perforate,perforate,single_porosity_ready,mesocosm,mesocosm,single_setting_ready,2,3,2.5,1,"99, 250",99,250,174.5,range_or_multiple_values,,,,,missing,"1-2, 5-6",1,6,3.5,range_or_multiple_values,1,1,1,1,single_value,"28.0, 28.8",28,28.8,28.4,range_or_multiple_values,"400, 1000 μatm",,,,400,1000,700,pco2_reported,,,,,supplied with fresh seawater at 100-200 mL min-1,present_or_manipulated,"373, 627",present_or_manipulated,,,snub-nose pliers to scrape a rectangular lesion,scraping_or_abrasion,tissue and skeleton,tissue_and_skeleton,back reef in Moorea,Richard B. Gump South Pacific Research Station,French Polynesia,,-17.487250,-149.886930,site_facility_centroid,medium,core_covariates_ready,,,"Tested the effects of ocean acidification (~400 vs ~1000 μatm PCO2) on calcification and tissue regeneration in massive Porites spp. following superficial (scraping) and deep (excavation) damage simulating corallivory. [repair: Coordinates were not explicitly reported; tissue type was inferred as perforate based on the standard biological classification of the focal genus Porites.] [agent repair: Temperature was explicitly reported as 28.1-29.0 C. Sample sizes were 2, 6, and 20. Coordinates and lesion area were not recoverable.]"
f7335f31-f560-4d42-9f0d-52fdbec8ece6,Meesters et al 1992 sedimentation and lesion position.pdf,"Acropora palmata, Diploria strigosa, Porites astreoides, Siderastrea siderea, Montastrea annularis",5,multi_taxon,Acropora; Diploria; Porites; Siderastrea; Montastraea,,multi_taxon,Acroporidae; Faviidae; Poritidae; Rhizangiidae; Montastraeidae,,multiple_families_not_collapsed,worms_scleractinia_match,"branching, massive",branching; massive_submassive,,multiple_growth_forms_not_collapsed,perforate,tissue_type=perforate,perforate,,single_porosity_candidate_multi_taxon_not_model_ready,field,field,single_setting_ready,3,6,4.5,3,78,78,78,78,single_value,,,,,missing,2,2,2,2,single_value,1,1,1,1,single_value,,,,,missing,,,,,,,,missing,,,24-107 g dry weight m-2 d-1,present_or_manipulated,,,"244, 829",present_or_manipulated,,,submersible drill with a small grinding point,drill_or_grinding,tissue and skeleton,tissue_and_skeleton,leeward fringing reefs of Curaçao,"Low, High, SedDown, SedUp",Netherlands Antilles,,12.13,-69.12,coast_or_region_centroid,low,covariates_partial,,multi_taxon_row_trait_moderators_need_observation_taxon; multiple_families_not_collapsed; growth_form_not_single_standard_category; skeletal_porosity_not_single_standard_category,"Studied the effects of long-term and short-term sedimentation stress, as well as intra-colony lesion position (top vs side) and photoadaptation, on tissue regeneration rates. [repair: Coordinates and experimental water temperatures were not reported, initial lesion area was provided as an approximate diameter rather than an exact area, and tissue type was explicitly noted as perforate for Porites astreoides.] [agent repair: Two depth bands were explicitly reported. Lesion area was approximately 0.78 cm2, converted here to 78 mm2. Growth form was branching. Temperature and coordinates were not recoverable.]"
348d7203-b68d-472c-89da-e3e6704b2f50,Eh and Rpm - 1995 - Age-related deterioration of a physiological function in the branching coral Acropora palmata.pdf,Acropora palmata,1,single_taxon,Acropora,Acropora,single_genus_ready,Acroporidae,Acroporidae,single_family_ready,worms_scleractinia_match,branching,branching,branching,single_growth_form_ready,perforate,tissue_type=perforate,perforate,perforate,single_porosity_ready,field,field,single_setting_ready,2,4,3,2,159.4,159.4,159.4,159.4,single_value,,,,,missing,1.90,1.9,1.9,1.9,single_value,1,1,1,1,single_value,,,,,missing,,,,,,,,missing,,,,,,,,,,,submersible pneumatic drill powered by a SCUBA tank and equipped with a small grinding point,drill_or_grinding,tissue and skeleton,tissue_and_skeleton,fringing reef in front of the Curaçao Seaquarium,Curaçao Seaquarium,Netherlands Antilles,Caribbean,12.083611,-68.895833,site_facility_centroid,high,core_covariates_ready,,,"Assessed regeneration potential of Acropora palmata at different distances from the branch tip (3, 12, and 66 cm). Regeneration capability decreased exponentially from tip to base, indicating age-related senescence. [repair: Coordinates and temperature were not explicitly reported, and tissue type was inferred as perforate based on the standard biological classification of the focal genus Acropora.] [agent repair: Depth was reported as 2-4 m. Lesion area was 1.59 cm2, converted here to 159 mm2. Growth form was branching. Coordinates and temperature were not recoverable.]"
1d9e4e6d-fe25-4609-b0ac-78fdb306c80b,Eh et al. - 1997 - Predicting regeneration of physical damage on a reef-building coral by regeneration capacity and les.pdf,Montastrea annularis,1,single_taxon,Montastraea,Montastraea,single_genus_ready,Montastraeidae,Montastraeidae,single_family_ready,worms_scleractinia_match,columnar,columnar,columnar,single_growth_form_ready,imperforate,tissue_type=imperforate,imperforate,imperforate,single_porosity_ready,field,field,single_setting_ready,4,6,5,2,"83, 183, 243, 406",83,406,244.5,range_or_multiple_values,,,,,missing,2.5,2.5,2.5,2.5,single_value,4,4,4,4,single_value,,,,,missing,,,,,,,,missing,,,,,,,,,,,small grinding stones attached to a pneumatic drill powered by a SCUBA tank,drill_or_grinding,tissue and skeleton,tissue_and_skeleton,southwestern coast of the island of Curaçao,Carmabi buoy 2,Netherlands Antilles,Caribbean,12.126389,-68.976111,site_facility_centroid,high,core_covariates_ready,,,"Presented a relationship predicting regeneration of physical damage based on regeneration capacity and lesion shape. Found that regeneration slows exponentially and is primarily determined by the initial length of the lesion perimeter. [repair: Coordinates and specific temperatures were not explicitly reported in the text, and tissue type was inferred as imperforate based on the standard biological classification of the focal species Montastraea annularis.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]"
ad751939-b061-4323-9097-c1e7d2e9576f,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,Oculina patagonica,1,single_taxon,Oculina,Oculina,single_genus_ready,Oculinidae,Oculinidae,single_family_ready,worms_scleractinia_match,encrusting,encrusting,encrusting,single_growth_form_ready,tissue,,,,porosity_missing,field,field,single_setting_ready,3,6,4.5,3,200,200,200,200,single_value,,,,,missing,,,,,missing,1,1,1,1,single_value,,,,,missing,,,,,,,,missing,,,,,,,,,"unbleached, partly bleached, and totally bleached",bleached_or_reduced_symbionts,air-pick jet,air_or_water_jet,tissue,tissue_only,"Sdot-Yam, Mediterranean coast of Israel",Sdot-Yam,Israel,Mediterranean Sea,32.496167,34.887167,site_facility_centroid,high,core_covariates_ready,,skeletal_porosity_not_single_standard_category,"Compared regeneration capabilities and intra-colonial translocation of 14C photosynthetic products in unbleached, partly bleached, and totally bleached colonies. Demonstrated a bleaching threshold of ~30-40% above which resource translocation to lesions is terminated. [repair: Specific experimental or ambient temperature values were not explicitly reported in the study.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]"
a1e7fabd-36e1-4556-804c-e6f1a9c17581,Fisher et al. - 2007 - Lesion regeneration rates in reef-building corals Montastraea spp. as indicators of colony condition.pdf,"Montastraea spp., Montastraea faveolata, Montastraea annularis, Montastraea franksi",1,single_genus_species_ambiguous,Montastraea,Montastraea,single_genus_ready,Montastraeidae,Montastraeidae,single_family_ready,worms_scleractinia_match,boulder,massive_submassive,massive_submassive,single_growth_form_ready,imperforate,tissue_type=imperforate,imperforate,imperforate,single_porosity_ready,field,field,single_setting_ready,3,18,10.5,15,100-200,100,200,150,range_or_multiple_values,,,,,missing,3,3,3,3,single_value,,,,,missing,,,,,missing,,,,,,,,missing,,,,,,,,,,,leather punch,cutting_or_punch,tissue and skeleton,tissue_and_skeleton,Biscayne National Park (BNP) and the upper Florida Keys National Marine Sanctuary (FKNMS),"Alina’s Reef, Key Largo (KL) 6 m, White Banks (WB), Algae Reef (AR), KL 3 m, KL 9 m, KL 18 m",USA,,25.003500,-80.383667,reported_exact,high,core_covariates_ready,,,"Assessed regeneration rates of biopsy-induced lesions across sites and depths to evaluate their utility as indicators of coral health. Regeneration was dynamic and geographic location was the strongest factor affecting rates. [repair: Tissue type was inferred as imperforate based on the standard biological classification of the focal genus Montastraea, while specific experimental or ambient temperature values were not explicitly reported in the study.] [agent repair: Temperature was not reported as a single explicit study-level value.]"
3a3fb59c-a303-49f1-aa80-21ffe7d182cf,Fong and Lirman - 1995 - Hurricanes Cause Population Expansion of the Branching Coral Acropora palmata (Scleractinia).pdf,Acropora palmata,1,single_taxon,Acropora,Acropora,single_genus_ready,Acroporidae,Acroporidae,single_family_ready,worms_scleractinia_match,branching,branching,branching,single_growth_form_ready,branch,,,,porosity_missing,field,field,single_setting_ready,,,,,,,,,missing,,,,,missing,,,,,missing,5-8 per colony,5,8,6.5,range_or_multiple_values,,,,,missing,,,,,,,,missing,,,,,,,,,,,hurricane-generated broken branches,,tissue and skeleton,tissue_and_skeleton,"Elkhorn reef, in the northern region of the Florida Reef Tract",Elkhorn reef,USA,,25.362767,-80.166017,reported_exact,high,core_covariates_ready,,skeletal_porosity_not_single_standard_category; depth_mid_m_missing; initial_wound_area_mid_mm2_missing,"Measured the pattern and rate of wound-healing on colonies that were still standing after Hurricane Andrew, and the temporal changes in size-frequency distribution and upward growth of hurricane-generated fragments. [repair: Explicit numeric depth bounds and specific temperature values were not reported, and initial natural lesion areas varied widely across colonies rather than being a single standardized size.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]"
6a14a9e9-da4e-425f-bf9d-59fa573487e1,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","Siderastrea siderea, Porites astreoides, Diploria clivosa, Diploria strigosa",3,multi_taxon,Siderastrea; Porites; Diploria,,multi_taxon,Rhizangiidae; Poritidae; Faviidae,,multiple_families_not_collapsed,worms_scleractinia_match,massive,massive_submassive,massive_submassive,single_growth_form_ready,"perforate, imperforate","tissue_type=perforate, imperforate",imperforate; perforate,,multiple_porosity_values_not_collapsed,field,field,single_setting_ready,0.5,6,3.25,5.5,570,570,570,570,single_value,,,,,missing,,,,,missing,1,1,1,1,single_value,,,,,missing,,,,,,,,missing,,,,,,,,,,,blasting,,artificial injury,artificial_injury,Caribbean coast of Panama,"LRE1, LRE2, PAYW, PAYN, JUG, PALW, DONR, DMA, MAR3, NARS, GALC, PM",Panama,Caribbean Sea,9.402032,-79.814606,bay_centroid,medium,covariates_partial,,multi_taxon_row_trait_moderators_need_observation_taxon; multiple_families_not_collapsed; skeletal_porosity_not_single_standard_category,"Studied the effects of a major oil spill on injury, regeneration, and growth of massive corals over 5 years. Regeneration was faster on oiled reefs, likely due to a reallocation of resources from growth and reproduction to regeneration. [repair: Coordinates and ambient water temperatures were not explicitly reported, tissue types were inferred as perforate (Porites) and imperforate (Diploria) based on the focal taxa, and sample sizes varied by experimental design.] [agent repair: Explicit latitude/longitude were not reported in the accessible text. Temperature was not reported as a single explicit study-level value.]"
e2191f69-a271-4c74-be4c-ebe977248362,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,"Goniastrea retiformis, Acropora hyacinthus, Acropora robusta, Acropora palifera, Acropora gemmifera, Acropora millepora, Acropora cytherea, Porites lichen, Porites mayeri, Porites australiensis, Pocillopora damicornis",4,multi_taxon,Goniastrea; Acropora; Porites; Pocillopora,,multi_taxon,Merulinidae; Acroporidae; Poritidae; Pocilloporidae,,multiple_families_not_collapsed,worms_scleractinia_match,"arborescent, tabular, submassive, bushy, massive, corymbose, digitate",branching; massive_submassive; plating_foliose,,multiple_growth_forms_not_collapsed,"perforate, imperforate","tissue_type=perforate, imperforate",imperforate; perforate,,multiple_porosity_values_not_collapsed,field,field,single_setting_ready,,,,,400,400,400,400,single_value,,,,,missing,2,2,2,2,single_value,2,2,2,2,single_value,,,,,missing,,,,,,,,missing,,,,,,,,,,,"compressed air from an air gun, hammer and chisel",air_or_water_jet; fragmentation_or_breakage,"tissue loss, scraping (tissue and skeleton), branch removal",tissue_and_skeleton,Lizard Island,"North Reef, Osprey Island",Australia,Great Barrier Reef,128409.000000,1458289.000000,reported_exact,high,covariates_partial,,multi_taxon_row_trait_moderators_need_observation_taxon; multiple_families_not_collapsed; growth_form_not_single_standard_category; skeletal_porosity_not_single_standard_category; depth_mid_m_missing,"Determined if regenerative ability differed among species with different morphologies, and if regeneration was influenced by the position of the injury within the colony or the type of injury (tissue loss, scraping, branch removal). [repair: Numeric depth bounds and temperatures were not explicitly reported; tissue types were inferred as perforate (Acropora, Porites) and imperforate (Pocillopora, Goniastrea) based on the standard biological classifications of the focal taxa.] [agent repair: Coordinates were reported in a nonstandard grid-like form and were preserved raw rather than converted. Lesion area was 4 cm2, converted here to 400 mm2. Depth and temperature were not recoverable.]"
b9536b7f-eb24-428a-8a9f-9750a74faa1f,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,"Acropora hyacinthus, Montipora tuberculosa",2,multi_taxon,Acropora; Montipora,,multi_taxon,Acroporidae,Acroporidae,single_family_ready,worms_scleractinia_match,"tabular, foliaceous",plating_foliose,plating_foliose,single_growth_form_ready,perforate,tissue_type=perforate,perforate,,single_porosity_candidate_multi_taxon_not_model_ready,field,field,single_setting_ready,,,,,330,330,330,330,single_value,,,,,missing,1-2,1,2,1.5,range_or_multiple_values,,,,,missing,,,,,missing,,,,,,,,missing,,,,,,,,,,,"blowing tissue away with compressed air, dragging a fine chisel, chiselling away a small section",air_or_water_jet; fragmentation_or_breakage,"tissue mortality, scraping, breakage",fragmentation,"reef-crest at Mermaid Cove, Lizard Island, Australia",Mermaid Cove,Australia,,14840.000000,145828.000000,reported_exact,high,covariates_partial,,multi_taxon_row_trait_moderators_need_observation_taxon; skeletal_porosity_not_single_standard_category; depth_mid_m_missing,"Investigated the amount of regeneration and algal settlement in response to tissue mortality, scraping, and breakage injuries. Regeneration was up to four times greater for scraping injuries compared to tissue mortality and breakage. [repair: Numeric depth bounds and temperatures were not explicitly reported, while tissue type was inferred as perforate based on the standard biological classification of the focal genera Acropora and Montipora.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]"
33b7b9b2-9041-454b-bba3-abfadd68029f,Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,"Porites porites, Porites astreoides",1,single_taxon,Porites,Porites,single_genus_ready,Poritidae,Poritidae,single_family_ready,worms_scleractinia_match,branching,branching,branching,single_growth_form_ready,fragment,,,,porosity_missing,laboratory,lab,single_setting_ready,8,8,8,0,"10, 250",10,250,130,range_or_multiple_values,,,,,missing,,,,,missing,1,1,1,1,single_value,26,26,26,26,single_value,"7.6, 8.1",7.6,8.1,7.85,,,,ph_reported,,,,,flow through aquarium tanks with water turnover adjusted to 50% aquarium volume per hour,present_or_manipulated,,,symbiotic,symbiotic,air brush,scraping_or_abrasion,tissue,tissue_only,"Wonderland Reef, Lower Keys portion of the Florida Keys National Marine Sanctuary",Wonderland Reef,USA,western Atlantic,24.561500,-81.503000,reported_exact,high,core_covariates_ready,,skeletal_porosity_not_single_standard_category,Investigated the effects of reduced pH and fragment size on lesion recovery rates and physiological responses of P. porites and P. astreoides microfragments. [repair: Initial lesion areas were directly converted to 10 and 250 mm^2 based on the study's explicit statement that lesions comprised 10% of the 1 cm^2 and 25 cm^2 fragments.]
2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,"Acropora robusta, Acropora hyacinthus, Acropora palifera, Pocillopora damicornis, Porites mayeri, Porites lichen, Goniastrea retiformis, Acropora cytherea, Porites australiensis, Acropora millepora, Acropora gemmifera, Montipora tuberculosa",5,multi_taxon,Acropora; Pocillopora; Porites; Goniastrea; Montipora,,multi_taxon,Acroporidae; Pocilloporidae; Poritidae; Merulinidae,,multiple_families_not_collapsed,worms_scleractinia_match,"arborescent, tabular, submassive, bushy, massive, digitate, corymbose, foliaceous",branching; massive_submassive; plating_foliose,,multiple_growth_forms_not_collapsed,"perforate, imperforate","tissue_type=perforate, imperforate",imperforate; perforate,,multiple_porosity_values_not_collapsed,field,field,single_setting_ready,,,,,"330, 400",330,400,365,range_or_multiple_values,,,,,missing,1-2,1,2,1.5,range_or_multiple_values,"1, 2, 3",1,3,2,range_or_multiple_values,,,,,missing,,,,,,,,missing,,,,,,,,,,,"compressed air from an air gun, hammer and chisel",air_or_water_jet; fragmentation_or_breakage,"tissue loss, scraping (tissue and skeleton), branch removal",tissue_and_skeleton,"Lizard Island, Great Barrier Reef","South Reef, Lizard Head, Washing Machine, North Reef, Mermaid Cove",Australia,Great Barrier Reef,-14.666667,145.466667,reported_exact,high,covariates_partial,,multi_taxon_row_trait_moderators_need_observation_taxon; multiple_families_not_collapsed; growth_form_not_single_standard_category; skeletal_porosity_not_single_standard_category; depth_mid_m_missing,"Examined spatial and temporal patterns of natural injury, interspecific differences in regeneration from different artificial injury types (tissue, scraping, breakage) across morphological groups, and trade-offs between regeneration and reproduction. [repair: Numeric depth bounds and temperatures were not explicitly reported; tissue types were inferred as perforate (e.g., Acropora, Porites) and imperforate (e.g., Goniastrea, Pocillopora) based on the standard biological classifications of the focal taxa, and sample sizes varied depending on the specific experiment or survey.] [agent repair: Numeric depth bounds were not explicitly reported in the accessible text. Temperature was not reported as a single explicit study-level value.]"
