source_id,paper_title,local_relpath,source_file_status,extraction_readiness,requires_digitization,recommended_action,pdf_parse_status,pdf_page_count,pdf_text_chars,pdf_text_sha256,text_evidence_rows,curated_observation_count,curated_analysis_ready_count,legacy_rate_row_count,pilot_seed_row_count,figure_queue_id,figure_queue_status,recommended_candidate_count,crop_proposal_count,valid_crop_proposal_count,figure_candidate_count,table_candidate_count,digitized_data_file_count,rate_extraction_route,analysis_ready,next_action,source_review_override_reason,final_rationale
65ccf3b6-92c0-416b-93ba-1cfd827b1ba1,Horricks et al. - 2019 - Differential protein abundance during the first month of regeneration of the Caribbean star coral Mo.pdf,literature/META_ANALYSIS_POOL/Horricks et al. - 2019 - Differential protein abundance during the first month of regeneration of the Caribbean star coral Mo.pdf,local_pdf_available,ready_extract,0,extract_from_tables_or_text,parsed,18,115583,0f57a3cd1aef4b6bdac7eebdb72aa84158a186486c60afa4207c7734b894eb83,12,0,0,1,0,,,,0,0,0,0,0,seed_values_available_needs_provenance_qa,0,"Verify exact source figure/table/text, page, units, variance, and sample-size evidence before pooling.",,"[Include in Bin 1] *Reason:* The study provides highly standardized, extractable quantitative data for continuous macroscopic tissue regeneration trajectories (including SE and sample sizes) alongside its mechanistic biomolecular data. || [Narrative/Mechanism Only] A pioneering proteomics study documenting the molecular cascades of wound healing (Bin 5), but it lacks the raw extractable macroscopic tissue regeneration data needed for Bins 1–4 without complex model back-calculation."
cf0dfa52-c9e6-4d7f-9ae1-5970162a807f,Lester and Bak - 1985 - Effects of environment on regeneration rate of tissue lesions in the reef coral Montastrea annularis.pdf,literature/META_ANALYSIS_POOL/Lester and Bak - 1985 - Effects of environment on regeneration rate of tissue lesions in the reef coral Montastrea annularis.pdf,local_pdf_available,ready_extract,0,extract_from_tables_or_text,parsed,5,20429,f14d029caf77ebf9462966f49b172c239ad7627d67716df54caf41cbfadd067c,7,3,0,0,0,,,,0,0,0,0,0,curated_values_available_needs_qc,0,Independently QC the extracted observation rows before pooling.,,[Include in Bin 1] ***
3764e810-0eb0-4d34-baca-2c5136c95bc8,"Lirman - 2000 - Lesion regeneration in the branching coral Acropora palmata effects of colonization, colony size, l.pdf","literature/META_ANALYSIS_POOL/Lirman - 2000 - Lesion regeneration in the branching coral Acropora palmata effects of colonization, colony size, l.pdf",local_pdf_available,ready_extract,0,extract_from_tables_or_text,parsed,8,41719,5b4f0fdbfcd72d4bd6a1600d86c895bd3fd5835946e01bf07391aed417555c58,12,3,0,0,0,,,,0,0,0,0,0,curated_values_available_needs_qc,0,Independently QC the extracted observation rows before pooling.,,"[Include in Bin 1] An excellent primary data source providing highly standardized linear closure rates, precise variance (SE), and distinct sample sizes categorized by initial lesion size."
6b96575e-9bf7-46f2-a12e-73b565f46629,Meesters and Bak - 1993 - Effects of coral bleaching on tissue regeneration potential and colony survival.pdf,literature/META_ANALYSIS_POOL/Meesters and Bak - 1993 - Effects of coral bleaching on tissue regeneration potential and colony survival.pdf,local_pdf_available,ready_extract,0,extract_from_tables_or_text,parsed,11,66005,b1cd23c61000d9ba9b49553e4b013f8f243a146b381a21fb0b24e493a2c65c97,12,9,0,0,0,,,,0,0,0,0,0,curated_values_available_needs_qc,0,Independently QC the extracted observation rows before pooling.,,"[Include in Bins 1, 4] Robust primary data source showing the physiological costs of bleaching on lesion recovery and survival, though the exact sample size must be retrieved from the full manuscript."
fe532d7a-f878-4a85-962a-7de43d06a80c,Rotjan and Lewis - 2009 - Predators selectively graze reproductive structures in a clonal marine organism.pdf,literature/META_ANALYSIS_POOL/Rotjan and Lewis - 2009 - Predators selectively graze reproductive structures in a clonal marine organism.pdf,local_pdf_available,ready_extract,0,extract_from_tables_or_text,parsed,10,57474,39b1cd04e7c8962493caa42c572f3ba9096152fb03578b784e353709c0ae0bce,1,0,0,0,0,,,,0,0,0,0,0,not_rate_extractable_wrong_response_assignment,0,Remove or clear the rate-response flag unless a later review finds wound-size or closure-rate data,Full-text review found reproductive-output data near parrotfish grazing scars but no wound-size time series or time-to-closure rate response.,"[Include in Bin 3] The study explicitly measures the localized reproductive costs of wounding. However, the raw effect sizes (means and variances) will need to be extracted by digitizing the figures, as the text excerpt is deficient. || [Include in Bin 3] The study explicitly measures the localized reproductive costs of wounding [14]. However, the raw effect sizes (means and variances) will need to be extracted by digitizing the figures, as the text excerpt is deficient in reporting them numerically [15]."
dde85c3e-6c0d-4057-9a5a-116138865992,"Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf","literature/META_ANALYSIS_POOL/Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf",local_pdf_available,needs_digitization,1,digitize_figures_or_graphs,parsed,8,40222,e73dc6290564a8865802f17a6f398948f384019c2acf750ba123a3392bf1ef87,9,0,0,1,1,DIG-dde85c3e-rate,audited_candidate_available,2,2,2,2,0,0,seed_values_available_needs_provenance_qa,0,"Verify exact source figure/table/text, page, units, variance, and sample-size evidence before pooling.",,"Foundational Acropora palmata injury, regeneration, and growth study."
12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,literature/META_ANALYSIS_POOL/Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,local_pdf_available,needs_digitization,1,digitize_figures_or_graphs,parsed,6,20449,9682611ae71814beccc74a3f005c165d8db61385829c1f40687acf8ea48106b9,8,0,0,0,1,DIG-12e9e864-rate,audited_candidate_available,3,3,3,2,1,0,seed_values_available_needs_provenance_qa,0,"Verify exact source figure/table/text, page, units, variance, and sample-size evidence before pooling.",,Foundational early study on superficial-damage regeneration in Agaricia and Porites.
daec544d-cfab-46db-be2a-1d3596bc0395,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,literature/META_ANALYSIS_POOL/Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,local_pdf_available,needs_digitization,1,digitize_figures_or_graphs,parsed,13,82006,76a1c9cd67f9fccabc753c38ce09ac90bc57cc4df9a9b2c2318ffd7fc2a35d9f,12,0,0,0,0,DIG-daec544d-rate,audited_candidate_available,1,1,1,1,0,0,needs_figure_or_table_digitization,0,"Review crop box/panel labels, digitize plotted points or transcribe table values, then derive rates.",,Primary wound-recovery and colony-health paper in Astrangia; retain even though many effect sizes will need extraction from figures.
9f7a74ab-485d-44be-88c3-28c6b4a7c491,Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,literature/META_ANALYSIS_POOL/Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,local_pdf_available,needs_digitization,1,digitize_figures_or_graphs,parsed,15,34529,e1610a8f992e7c7599418936e7b6e0985f3edd01602f37cfd5ca73f3265ffed1,1,0,0,0,0,DIG-9f7a74ab-rate,audited_candidate_available,1,1,1,1,0,0,needs_figure_or_table_digitization,0,"Review crop box/panel labels, digitize plotted points or transcribe table values, then derive rates.",,Primary breakage-regeneration experiment in Fungia granulosa.
d4f87f68-6209-4973-bf99-fac310af5656,Coral-Damsel-Wounding-Manuscript.pdf,literature/META_ANALYSIS_POOL/Coral-Damsel-Wounding-Manuscript.pdf,local_pdf_available,needs_digitization,1,digitize_figures_or_graphs,parsed,13,30356,9b51415aade054400ef419041146f9216efefb146c5192d035e8b91498006a74,12,0,0,0,0,DIG-d4f87f68-rate,audited_candidate_available,1,1,1,1,0,0,needs_figure_or_table_digitization,0,"Review crop box/panel labels, digitize plotted points or transcribe table values, then derive rates.",,Unpublished/grey-literature manuscript with direct wound-healing and photosynthetic recovery outcomes in Pocillopora.
ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,literature/META_ANALYSIS_POOL/Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,local_pdf_available,needs_digitization,1,digitize_figures_or_graphs,parsed,13,105101,c9c71ed9deeae076efb938a61080e8191836d587ff0c731b17ac3499ce1f2978,12,0,0,0,0,DIG-ec19aed9-rate,audited_candidate_available,4,4,4,3,1,0,needs_figure_or_table_digitization,0,"Review crop box/panel labels, digitize plotted points or transcribe table values, then derive rates.",,Primary field experiment on Pocillopora meandrina wound healing time and partial mortality; include for healing and survival even though extraction will rely on full-text values/time-to-heal endpoints.
034d4e10-aee2-4964-9c77-cb6f4174bd3e,Cróquer et al. - 2002 - Environmental factors affecting tissue regeneration of the reef - building coral Montastraea annular.pdf,literature/META_ANALYSIS_POOL/Cróquer et al. - 2002 - Environmental factors affecting tissue regeneration of the reef - building coral Montastraea annular.pdf,local_pdf_available,needs_digitization,1,digitize_figures_or_graphs,parsed,12,34637,961ab686833b1ac298860283fb339e9080b2498006caf132addbd447746df730,12,0,0,0,0,DIG-034d4e10-rate,audited_candidate_available,4,4,4,3,1,0,needs_figure_or_table_digitization,0,"Review crop box/panel labels, digitize plotted points or transcribe table values, then derive rates.",,Primary environmental-effects paper on tissue regeneration in Montastraea annularis.
28b1e816-45f3-42fc-a2b0-0cfea52a0adc,"DeFilippo et al. - 2016 - Patterns of surface lesion recovery in the Northern Star Coral, Astrangia poculata.pdf","literature/META_ANALYSIS_POOL/DeFilippo et al. - 2016 - Patterns of surface lesion recovery in the Northern Star Coral, Astrangia poculata.pdf",local_pdf_available,needs_digitization,1,digitize_figures_or_graphs,parsed,11,85629,2e8549d2a97ed88267c562b1fd1d2aa23fb5f0dcca659591405d6018c1926e2f,12,0,0,0,0,DIG-28b1e816-rate,audited_candidate_available,3,3,3,2,1,0,needs_figure_or_table_digitization,0,"Review crop box/panel labels, digitize plotted points or transcribe table values, then derive rates.",,Primary Astrangia lesion-recovery paper with direct wound-healing outcomes.
3d374a40-79d3-413b-99c2-670f9da97bef,"Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf","literature/META_ANALYSIS_POOL/Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",local_pdf_available,needs_digitization,1,digitize_figures_or_graphs,parsed,13,95216,7e65b16b532784cbb3dccf90c3b25dda0e9a125cd73015a9a3956528b2e0fa44,12,0,0,0,0,DIG-3d374a40-rate,audited_candidate_available,2,2,2,0,2,0,needs_figure_or_table_digitization,0,"Review crop box/panel labels, digitize plotted points or transcribe table values, then derive rates.",,"Primary fragmentation paper covering mortality, growth, and regeneration under heat stress."
c849a042-644e-4b4f-a530-33cfb800d9a9,E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,literature/META_ANALYSIS_POOL/E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,local_pdf_available,needs_digitization,1,digitize_figures_or_graphs,parsed,8,32707,e40a05497dc0e328d6cb9199d0322088d74fc7393a8e6c1595e359e38e2e3a5c,3,0,0,0,0,DIG-c849a042-rate,audited_candidate_available,3,3,3,2,1,0,needs_figure_or_table_digitization,0,"Review crop box/panel labels, digitize plotted points or transcribe table values, then derive rates.",,Primary fungiid paper on regeneration versus budding trade-offs following damage.
ad751939-b061-4323-9097-c1e7d2e9576f,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,literature/META_ANALYSIS_POOL/Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,local_pdf_available,needs_digitization,1,digitize_figures_or_graphs,parsed,8,41269,7b14c755c284e8ff481a718385616ea62a26d761d1a7f16173e5e00eb62df9ae,12,0,0,0,0,DIG-ad751939-rate,audited_candidate_available,1,1,1,0,1,0,needs_figure_or_table_digitization,0,"Review crop box/panel labels, digitize plotted points or transcribe table values, then derive rates.",,Primary lesion-recovery experiment contrasting bleached and unbleached Oculina patagonica; also central for colony-integration mechanism.
e2191f69-a271-4c74-be4c-ebe977248362,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,literature/META_ANALYSIS_POOL/Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,local_pdf_available,needs_digitization,1,digitize_figures_or_graphs,parsed,16,45969,c43a87e02eaecb2878a33de6afb783bdace5b1c33996dc9e21d7a4656a3f92f3,12,0,0,0,0,DIG-e2191f69-rate,audited_candidate_available,4,4,4,3,1,0,needs_figure_or_table_digitization,0,"Review crop box/panel labels, digitize plotted points or transcribe table values, then derive rates.",,Core comparative regeneration dataset across multiple scleractinian morphologies and injury types.
b9536b7f-eb24-428a-8a9f-9750a74faa1f,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,literature/META_ANALYSIS_POOL/Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,local_pdf_available,needs_digitization,1,digitize_figures_or_graphs,parsed,16,44371,aaa05b6475229dad30de37d1bc6ca9f03ab5c5e0567c7e1d185f5899bcd79a0a,12,0,0,1,0,DIG-b9536b7f-rate,audited_candidate_available,3,3,3,1,2,0,seed_values_available_needs_provenance_qa,0,"Verify exact source figure/table/text, page, units, variance, and sample-size evidence before pooling.",,"[Exclude] Reports the total amount of tissue regenerated at specific time intervals rather than a continuous temporal speed (e.g., mm²/day). || [Include in Bin 1] Excellent comparative study of injury types, but the primary quantitative healing effect sizes must be extracted via figure digitization."
33b7b9b2-9041-454b-bba3-abfadd68029f,Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,literature/META_ANALYSIS_POOL/Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,local_pdf_available,needs_digitization,1,digitize_figures_or_graphs,parsed,8,58917,06915e9c23f23da9f7954054c253f1ccafa2228a742f57a00d9a4c3afd67e9d9,12,0,0,0,0,DIG-33b7b9b2-rate,audited_candidate_available,2,2,2,2,0,0,needs_figure_or_table_digitization,0,"Review crop box/panel labels, digitize plotted points or transcribe table values, then derive rates.",,Primary lesion-recovery study under ocean acidification; include for the environmental-stress hypothesis.
2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,literature/META_ANALYSIS_POOL/INJURY AND REGENERATION OF COMMON REEF-CREST CORALS.pdf,local_pdf_available,needs_digitization,1,digitize_figures_or_graphs,parsed,137,284194,e6f4ee22b3be609d6d2b438d4466f1a65016b6674d20cf6b2adbc0115ff84b9f,12,0,0,0,0,DIG-2b8676ad-rate,audited_candidate_available,4,4,4,2,2,0,needs_figure_or_table_digitization,0,"Review crop box/panel labels, digitize plotted points or transcribe table values, then derive rates.",,"Hall thesis with primary reef-crest coral damage, regeneration, and fecundity datasets that underpin several later papers."
58b15640-3061-4ea9-a606-877701eef38c,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",local_pdf_available,needs_digitization,1,digitize_figures_or_graphs,parsed,13,84537,19474eb33005171d39d032c8379a90e7b8025a6fa55b5d8aaa7990707793b5e1,12,0,0,0,0,DIG-58b15640-rate,audited_candidate_available,1,1,1,1,0,0,needs_figure_or_table_digitization,0,"Review crop box/panel labels, digitize plotted points or transcribe table values, then derive rates.",,Primary experimental paper testing spatial distribution of damage on healing and growth.
5f4a560f-1449-4b1d-96ad-236a0da5fcb7,Horwitz and Fine - 2014 - High CO2 detrimentally affects tissue regeneration of Red Sea corals.pdf,literature/META_ANALYSIS_POOL/Horwitz and Fine - 2014 - High CO2 detrimentally affects tissue regeneration of Red Sea corals.pdf,local_pdf_available,needs_digitization,1,digitize_figures_or_graphs,parsed,12,63103,db9b204420f950d7ce8a3052fb6e12950b6a23a45dcae9c3efe80db78bd4893b,12,0,0,0,0,DIG-5f4a560f-rate,audited_candidate_available,2,2,2,2,0,0,needs_figure_or_table_digitization,0,"Review crop box/panel labels, digitize plotted points or transcribe table values, then derive rates.",,Primary ocean-acidification paper on tissue regeneration under elevated CO2.
4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,literature/META_ANALYSIS_POOL/Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,local_pdf_available,needs_digitization,1,digitize_figures_or_graphs,parsed,6,27567,e08b447d7956b27ca9ba18c38f6d9a6c43de511ab4c70d6f093b38d19fb4076b,12,0,0,0,0,DIG-4cc9b30b-rate,audited_candidate_available,1,1,1,1,0,0,needs_figure_or_table_digitization,0,"Review crop box/panel labels, digitize plotted points or transcribe table values, then derive rates.",,Primary experimental test of growth costs during lesion healing in Porites compressa.
acf00158-0890-4388-9a0e-da9194664ef6,Kaufman et al. - 2021 - Thermal history influences lesion recovery of the threatened Caribbean staghorn coral Acropora cervi.pdf,literature/META_ANALYSIS_POOL/Kaufman et al. - 2021 - Thermal history influences lesion recovery of the threatened Caribbean staghorn coral Acropora cervi.pdf,local_pdf_available,needs_digitization,1,digitize_figures_or_graphs,parsed,6,27703,470e395fb192a5aa7ccdc64b6e3120166bd9c26baab601e2ab67ac3afe77d560,12,0,0,0,0,DIG-acf00158-rate,audited_candidate_available,1,1,1,1,0,0,needs_figure_or_table_digitization,0,"Review crop box/panel labels, digitize plotted points or transcribe table values, then derive rates.",,Primary Acropora cervicornis lesion-recovery note under heat stress.
