priority_rank,recommended_action,extraction_status,requires_digitization,source_id,paper_title,local_relpath,source_file_status,current_folder,final_status,extraction_readiness,response_type,covariate_missing_count,covariate_missing_fields,notebook_present,local_present,existing_extraction_match,figure_queue_needed,final_rationale
1,extract_from_tables_or_text,not_started,0,4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,rate,1,temperature_c,1,1,no_author_year_match,0,Primary Porites lutea study directly linking growth to regeneration capacity.
1,extract_from_tables_or_text,started,0,b0949a7c-520e-4a37-af04-25979598ec2d,Edmunds and Lenihan - 2010 - Effect of sub-lethal damage to juvenile colonies of massive Porites spp. under contrasting regimes o.pdf,literature/META_ANALYSIS_POOL/Edmunds and Lenihan - 2010 - Effect of sub-lethal damage to juvenile colonies of massive Porites spp. under contrasting regimes o.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,growth,0,,1,1,source_id_match,0,"[Include in Bins 1, 2] An excellent primary data source providing raw, precise quantitative data for both healing trajectories and whole-colony calcification tradeoffs. || [Include in Bin 2] A highly relevant primary study testing the interactive effects of flow and temperature on growth costs and physiology. However, growth effect sizes will need to be extracted by digitizing the figures, and the categorical healing metrics cannot be used for continuous temporal rate comparisons."
1,extract_from_tables_or_text,not_started,0,b0949a7c-520e-4a37-af04-25979598ec2d,Edmunds and Lenihan - 2010 - Effect of sub-lethal damage to juvenile colonies of massive Porites spp. under contrasting regimes o.pdf,literature/META_ANALYSIS_POOL/Edmunds and Lenihan - 2010 - Effect of sub-lethal damage to juvenile colonies of massive Porites spp. under contrasting regimes o.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,rate,0,,1,1,no_author_year_match,0,"[Include in Bins 1, 2] An excellent primary data source providing raw, precise quantitative data for both healing trajectories and whole-colony calcification tradeoffs. || [Include in Bin 2] A highly relevant primary study testing the interactive effects of flow and temperature on growth costs and physiology. However, growth effect sizes will need to be extracted by digitizing the figures, and the categorical healing metrics cannot be used for continuous temporal rate comparisons."
1,extract_from_tables_or_text,started,0,2e3b055f-28df-4def-97aa-660ac537a95f,Edmunds and Yarid - 2017 - The effects of ocean acidification on wound repair in the coral Porites spp..pdf,literature/META_ANALYSIS_POOL/Edmunds and Yarid - 2017 - The effects of ocean acidification on wound repair in the coral Porites spp..pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,growth,1,exact_coords_latlon,1,1,source_id_match,0,"[Include in Bins 1, 2] Robust primary data source providing extractable quantitative means, SE, and sample sizes for both continuous healing trajectories and organismal calcification costs under ocean acidification. || [Include in Bins 1, 2] An excellent, rigorous primary data source providing extractable quantitative outcomes for growth costs and tissue regeneration under varied $pCO_2$ ocean acidification stress."
1,extract_from_tables_or_text,not_started,0,2e3b055f-28df-4def-97aa-660ac537a95f,Edmunds and Yarid - 2017 - The effects of ocean acidification on wound repair in the coral Porites spp..pdf,literature/META_ANALYSIS_POOL/Edmunds and Yarid - 2017 - The effects of ocean acidification on wound repair in the coral Porites spp..pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,rate,1,exact_coords_latlon,1,1,no_author_year_match,0,"[Include in Bins 1, 2] Robust primary data source providing extractable quantitative means, SE, and sample sizes for both continuous healing trajectories and organismal calcification costs under ocean acidification. || [Include in Bins 1, 2] An excellent, rigorous primary data source providing extractable quantitative outcomes for growth costs and tissue regeneration under varied $pCO_2$ ocean acidification stress."
1,extract_from_tables_or_text,not_started,0,348d7203-b68d-472c-89da-e3e6704b2f50,Eh and Rpm - 1995 - Age-related deterioration of a physiological function in the branching coral Acropora palmata.pdf,literature/META_ANALYSIS_POOL/Eh and Rpm - 1995 - Age-related deterioration of a physiological function in the branching coral Acropora palmata.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,rate,2,exact_coords_latlon|temperature_c,1,1,no_author_year_match,0,Primary Acropora palmata paper quantifying age-related regeneration decline.
1,extract_from_tables_or_text,started,0,1d9e4e6d-fe25-4609-b0ac-78fdb306c80b,Eh et al. - 1997 - Predicting regeneration of physical damage on a reef-building coral by regeneration capacity and les.pdf,literature/META_ANALYSIS_POOL/Eh et al. - 1997 - Predicting regeneration of physical damage on a reef-building coral by regeneration capacity and les.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,rate,2,exact_coords_latlon|temperature_c,1,1,source_id_match,0,Primary predictive regeneration paper using lesion shape and regeneration capacity.
1,extract_from_tables_or_text,not_started,0,a1e7fabd-36e1-4556-804c-e6f1a9c17581,Fisher et al. - 2007 - Lesion regeneration rates in reef-building corals Montastraea spp. as indicators of colony condition.pdf,literature/META_ANALYSIS_POOL/Fisher et al. - 2007 - Lesion regeneration rates in reef-building corals Montastraea spp. as indicators of colony condition.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,rate,1,temperature_c,1,1,no_author_year_match,0,"[Include in Bin 1] Highly precise methodology providing raw regression slopes, variance, and sample sizes for temporal healing speeds. || [Include in Bin 1] An excellent, rigorous primary data source providing extractable standardized quantitative outcomes for tissue regeneration with distinct variance and sample sizes directly in the text."
1,extract_from_tables_or_text,not_started,0,3a3fb59c-a303-49f1-aa80-21ffe7d182cf,Fong and Lirman - 1995 - Hurricanes Cause Population Expansion of the Branching Coral Acropora palmata (Scleractinia).pdf,literature/META_ANALYSIS_POOL/Fong and Lirman - 1995 - Hurricanes Cause Population Expansion of the Branching Coral Acropora palmata (Scleractinia).pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,growth,3,depth|area_mm2|temperature_c,1,1,no_author_year_match,0,"[Include in Bins 1, 4] Contains valuable primary data on the natural survivorship of fragments and natural wound healing, but extraction of continuous healing rates and variances will require digitizing figures from the full paper. || [Include in Bins 1, 2] An important field study tracking natural storm damage recovery; however, exact growth effect sizes and variances will need to be extracted by digitizing the figures, as the provided text is partially deficient in raw numbers."
1,extract_from_tables_or_text,not_started,0,3a3fb59c-a303-49f1-aa80-21ffe7d182cf,Fong and Lirman - 1995 - Hurricanes Cause Population Expansion of the Branching Coral Acropora palmata (Scleractinia).pdf,literature/META_ANALYSIS_POOL/Fong and Lirman - 1995 - Hurricanes Cause Population Expansion of the Branching Coral Acropora palmata (Scleractinia).pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,rate,3,depth|area_mm2|temperature_c,1,1,no_author_year_match,0,"[Include in Bins 1, 4] Contains valuable primary data on the natural survivorship of fragments and natural wound healing, but extraction of continuous healing rates and variances will require digitizing figures from the full paper. || [Include in Bins 1, 2] An important field study tracking natural storm damage recovery; however, exact growth effect sizes and variances will need to be extracted by digitizing the figures, as the provided text is partially deficient in raw numbers."
1,extract_from_tables_or_text,not_started,0,3a3fb59c-a303-49f1-aa80-21ffe7d182cf,Fong and Lirman - 1995 - Hurricanes Cause Population Expansion of the Branching Coral Acropora palmata (Scleractinia).pdf,literature/META_ANALYSIS_POOL/Fong and Lirman - 1995 - Hurricanes Cause Population Expansion of the Branching Coral Acropora palmata (Scleractinia).pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,survival,3,depth|area_mm2|temperature_c,1,1,no_author_year_match,0,"[Include in Bins 1, 4] Contains valuable primary data on the natural survivorship of fragments and natural wound healing, but extraction of continuous healing rates and variances will require digitizing figures from the full paper. || [Include in Bins 1, 2] An important field study tracking natural storm damage recovery; however, exact growth effect sizes and variances will need to be extracted by digitizing the figures, as the provided text is partially deficient in raw numbers."
1,extract_from_tables_or_text,not_started,0,6a14a9e9-da4e-425f-bf9d-59fa573487e1,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,growth,2,exact_coords_latlon|temperature_c,1,1,no_author_year_match,0,"Primary post-disturbance injury, regeneration, and growth study in Caribbean corals."
1,extract_from_tables_or_text,not_started,0,6a14a9e9-da4e-425f-bf9d-59fa573487e1,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,rate,2,exact_coords_latlon|temperature_c,1,1,no_author_year_match,0,"Primary post-disturbance injury, regeneration, and growth study in Caribbean corals."
1,extract_from_tables_or_text,not_started,0,6a14a9e9-da4e-425f-bf9d-59fa573487e1,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,survival,2,exact_coords_latlon|temperature_c,1,1,no_author_year_match,0,"Primary post-disturbance injury, regeneration, and growth study in Caribbean corals."
1,extract_from_tables_or_text,started,0,65ccf3b6-92c0-416b-93ba-1cfd827b1ba1,Horricks et al. - 2019 - Differential protein abundance during the first month of regeneration of the Caribbean star coral Mo.pdf,literature/META_ANALYSIS_POOL/Horricks et al. - 2019 - Differential protein abundance during the first month of regeneration of the Caribbean star coral Mo.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,rate,1,temperature_c,1,1,source_id_match,0,"[Include in Bin 1] *Reason:* The study provides highly standardized, extractable quantitative data for continuous macroscopic tissue regeneration trajectories (including SE and sample sizes) alongside its mechanistic biomolecular data. || [Narrative/Mechanism Only] A pioneering proteomics study documenting the molecular cascades of wound healing (Bin 5), but it lacks the raw extractable macroscopic tissue regeneration data needed for Bins 1–4 without complex model back-calculation."
1,extract_from_tables_or_text,not_started,0,cf0dfa52-c9e6-4d7f-9ae1-5970162a807f,Lester and Bak - 1985 - Effects of environment on regeneration rate of tissue lesions in the reef coral Montastrea annularis.pdf,literature/META_ANALYSIS_POOL/Lester and Bak - 1985 - Effects of environment on regeneration rate of tissue lesions in the reef coral Montastrea annularis.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,rate,1,exact_coords_latlon,1,1,no_author_year_match,0,[Include in Bin 1] ***
1,extract_from_tables_or_text,not_started,0,e1fe67b6-7beb-43ff-bb09-b0b2262e6d05,"Lirman - 2000 - Fragmentation in the branching coral Acropora palmata (Lamarck) growth, survivorship, and reproduct.pdf","literature/META_ANALYSIS_POOL/Lirman - 2000 - Fragmentation in the branching coral Acropora palmata (Lamarck) growth, survivorship, and reproduct.pdf",local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,growth,2,area_mm2|temperature_c,1,1,no_author_year_match,0,"[Include in Bin 3] The excerpted table provides clear, extractable sample sizes and percentage data demonstrating the reproductive costs associated with fragmentation damage."
1,extract_from_tables_or_text,started,0,e1fe67b6-7beb-43ff-bb09-b0b2262e6d05,"Lirman - 2000 - Fragmentation in the branching coral Acropora palmata (Lamarck) growth, survivorship, and reproduct.pdf","literature/META_ANALYSIS_POOL/Lirman - 2000 - Fragmentation in the branching coral Acropora palmata (Lamarck) growth, survivorship, and reproduct.pdf",local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,reproduction,2,area_mm2|temperature_c,1,1,source_id_match,0,"[Include in Bin 3] The excerpted table provides clear, extractable sample sizes and percentage data demonstrating the reproductive costs associated with fragmentation damage."
1,extract_from_tables_or_text,started,0,e1fe67b6-7beb-43ff-bb09-b0b2262e6d05,"Lirman - 2000 - Fragmentation in the branching coral Acropora palmata (Lamarck) growth, survivorship, and reproduct.pdf","literature/META_ANALYSIS_POOL/Lirman - 2000 - Fragmentation in the branching coral Acropora palmata (Lamarck) growth, survivorship, and reproduct.pdf",local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,survival,2,area_mm2|temperature_c,1,1,source_id_match,0,"[Include in Bin 3] The excerpted table provides clear, extractable sample sizes and percentage data demonstrating the reproductive costs associated with fragmentation damage."
1,extract_from_tables_or_text,not_started,0,3764e810-0eb0-4d34-baca-2c5136c95bc8,"Lirman - 2000 - Lesion regeneration in the branching coral Acropora palmata effects of colonization, colony size, l.pdf","literature/META_ANALYSIS_POOL/Lirman - 2000 - Lesion regeneration in the branching coral Acropora palmata effects of colonization, colony size, l.pdf",local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,rate,1,temperature_c,1,1,no_author_year_match,0,"[Include in Bin 1] An excellent primary data source providing highly standardized linear closure rates, precise variance (SE), and distinct sample sizes categorized by initial lesion size."
1,extract_from_tables_or_text,not_started,0,6b96575e-9bf7-46f2-a12e-73b565f46629,Meesters and Bak - 1993 - Effects of coral bleaching on tissue regeneration potential and colony survival.pdf,literature/META_ANALYSIS_POOL/Meesters and Bak - 1993 - Effects of coral bleaching on tissue regeneration potential and colony survival.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,rate,1,exact_coords_latlon,1,1,no_author_year_match,0,"[Include in Bins 1, 4] Robust primary data source showing the physiological costs of bleaching on lesion recovery and survival, though the exact sample size must be retrieved from the full manuscript."
1,extract_from_tables_or_text,not_started,0,6b96575e-9bf7-46f2-a12e-73b565f46629,Meesters and Bak - 1993 - Effects of coral bleaching on tissue regeneration potential and colony survival.pdf,literature/META_ANALYSIS_POOL/Meesters and Bak - 1993 - Effects of coral bleaching on tissue regeneration potential and colony survival.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,survival,1,exact_coords_latlon,1,1,no_author_year_match,0,"[Include in Bins 1, 4] Robust primary data source showing the physiological costs of bleaching on lesion recovery and survival, though the exact sample size must be retrieved from the full manuscript."
1,extract_from_tables_or_text,not_started,0,fe532d7a-f878-4a85-962a-7de43d06a80c,Rotjan and Lewis - 2009 - Predators selectively graze reproductive structures in a clonal marine organism.pdf,literature/META_ANALYSIS_POOL/Rotjan and Lewis - 2009 - Predators selectively graze reproductive structures in a clonal marine organism.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,rate,2,area_mm2|temperature_c,1,1,no_author_year_match,0,"[Include in Bin 3] The study explicitly measures the localized reproductive costs of wounding. However, the raw effect sizes (means and variances) will need to be extracted by digitizing the figures, as the text excerpt is deficient. || [Include in Bin 3] The study explicitly measures the localized reproductive costs of wounding [14]. However, the raw effect sizes (means and variances) will need to be extracted by digitizing the figures, as the text excerpt is deficient in reporting them numerically [15]."
1,extract_from_tables_or_text,started,0,fe532d7a-f878-4a85-962a-7de43d06a80c,Rotjan and Lewis - 2009 - Predators selectively graze reproductive structures in a clonal marine organism.pdf,literature/META_ANALYSIS_POOL/Rotjan and Lewis - 2009 - Predators selectively graze reproductive structures in a clonal marine organism.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,reproduction,2,area_mm2|temperature_c,1,1,source_id_match,0,"[Include in Bin 3] The study explicitly measures the localized reproductive costs of wounding. However, the raw effect sizes (means and variances) will need to be extracted by digitizing the figures, as the text excerpt is deficient. || [Include in Bin 3] The study explicitly measures the localized reproductive costs of wounding [14]. However, the raw effect sizes (means and variances) will need to be extracted by digitizing the figures, as the text excerpt is deficient in reporting them numerically [15]."
1,extract_from_tables_or_text,not_started,0,d48f4420-bee1-4bd3-95e6-7f646095131b,Wesseling et al. - 2001 - Partial Mortality in Porites Corals Variation among Philippine Reefs.pdf,literature/META_ANALYSIS_POOL/Wesseling et al. - 2001 - Partial Mortality in Porites Corals Variation among Philippine Reefs.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,ready_extract,survival,3,exact_coords_latlon|area_mm2|temperature_c,1,1,no_author_year_match,0,"[Include in Bin 4] *Reason:* Provides highly standardized, extractable quantitative field data (including exact means, SE, and sample sizes in Table 3) on the prevalence and size of natural background partial mortality across different spatial zones [11, 12]. || [Include in Bin 4] Provides highly standardized, extractable quantitative field data (including exact means, SE, and sample sizes in Table 3) on the prevalence and size of natural background partial mortality across different spatial zones [14, 15]."
2,digitize_figures_or_graphs,not_started,1,dde85c3e-6c0d-4057-9a5a-116138865992,"Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf","literature/META_ANALYSIS_POOL/Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf",local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,growth,2,exact_coords_latlon|temperature_c,1,1,no_author_year_match,1,"Foundational Acropora palmata injury, regeneration, and growth study."
2,digitize_figures_or_graphs,started,1,dde85c3e-6c0d-4057-9a5a-116138865992,"Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf","literature/META_ANALYSIS_POOL/Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf",local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,2,exact_coords_latlon|temperature_c,1,1,source_id_match,1,"Foundational Acropora palmata injury, regeneration, and growth study."
2,digitize_figures_or_graphs,not_started,1,12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,literature/META_ANALYSIS_POOL/Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,2,exact_coords_latlon|temperature_c,1,1,no_author_year_match,1,Foundational early study on superficial-damage regeneration in Agaricia and Porites.
2,digitize_figures_or_graphs,started,1,12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,literature/META_ANALYSIS_POOL/Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,survival,2,exact_coords_latlon|temperature_c,1,1,source_id_match,1,Foundational early study on superficial-damage regeneration in Agaricia and Porites.
2,digitize_figures_or_graphs,not_started,1,daec544d-cfab-46db-be2a-1d3596bc0395,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,literature/META_ANALYSIS_POOL/Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,growth,0,,1,1,no_author_year_match,1,Primary wound-recovery and colony-health paper in Astrangia; retain even though many effect sizes will need extraction from figures.
2,digitize_figures_or_graphs,not_started,1,daec544d-cfab-46db-be2a-1d3596bc0395,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,literature/META_ANALYSIS_POOL/Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,0,,1,1,no_author_year_match,1,Primary wound-recovery and colony-health paper in Astrangia; retain even though many effect sizes will need extraction from figures.
2,digitize_figures_or_graphs,not_started,1,9f7a74ab-485d-44be-88c3-28c6b4a7c491,Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,literature/META_ANALYSIS_POOL/Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,4,exact_coords_latlon|tissue_type|area_mm2|temperature_c,1,1,no_author_year_match,1,Primary breakage-regeneration experiment in Fungia granulosa.
2,digitize_figures_or_graphs,not_started,1,9f7a74ab-485d-44be-88c3-28c6b4a7c491,Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,literature/META_ANALYSIS_POOL/Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,survival,4,exact_coords_latlon|tissue_type|area_mm2|temperature_c,1,1,no_author_year_match,1,Primary breakage-regeneration experiment in Fungia granulosa.
2,digitize_figures_or_graphs,not_started,1,d4f87f68-6209-4973-bf99-fac310af5656,Coral-Damsel-Wounding-Manuscript.pdf,literature/META_ANALYSIS_POOL/Coral-Damsel-Wounding-Manuscript.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,growth,2,depth|temperature_c,1,1,no_author_year_match,1,Unpublished/grey-literature manuscript with direct wound-healing and photosynthetic recovery outcomes in Pocillopora.
2,digitize_figures_or_graphs,not_started,1,d4f87f68-6209-4973-bf99-fac310af5656,Coral-Damsel-Wounding-Manuscript.pdf,literature/META_ANALYSIS_POOL/Coral-Damsel-Wounding-Manuscript.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,2,depth|temperature_c,1,1,no_author_year_match,1,Unpublished/grey-literature manuscript with direct wound-healing and photosynthetic recovery outcomes in Pocillopora.
