queue_id,digitization_status,source_id,paper_title,response_type,source_file_status,local_relpath,figure_or_table_label,page,panel_label,expected_metric,x_axis,y_axis,units,variance_type,sample_size_source,clip_path,digitized_data_path,digitizer,qa_reviewer,qa_status,notes
DIG-0042,needs_figure_id,d110a8f5-278e-4ba7-a502-32eb61aed5cb,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,,,,survival,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0043,needs_figure_id,070cf5f2-ae03-4d99-8e1b-7e07f8428803,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,,,,rate,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0044,needs_figure_id,f7335f31-f560-4d42-9f0d-52fdbec8ece6,Meesters et al 1992 sedimentation and lesion position.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Meesters et al 1992 sedimentation and lesion position.pdf,,,,rate,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0045,needs_figure_id,c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,,,,growth,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0046,needs_figure_id,c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,,,,rate,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0047,needs_figure_id,398d01aa-1e0e-4c46-9989-8490ca8748d5,Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,,,,survival,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0048,needs_figure_id,f46ad039-b2d6-4a0a-860d-98cf61f2a7de,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,,,,growth,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0049,needs_figure_id,f46ad039-b2d6-4a0a-860d-98cf61f2a7de,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,,,,survival,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0050,needs_figure_id,8c205a55-4093-46c5-a7c2-e356c8bf6a7c,Nagelkerken and Bak - 1998 - Differential regeneration of artificial lesions among sympatric morphs of the Caribbean corals Porit.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Nagelkerken and Bak - 1998 - Differential regeneration of artificial lesions among sympatric morphs of the Caribbean corals Porit.pdf,,,,rate,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0051,needs_figure_id,b2eaa7a6-c475-4f8e-bec2-2a52585da7c3,Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,,,,rate,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0052,needs_figure_id,9f560a14-a39a-4d71-8d68-9c14a4001c75,Nicolet et al. - 2018 - Predation scars may influence host susceptibility to pathogens evaluating the role of corallivores.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Nicolet et al. - 2018 - Predation scars may influence host susceptibility to pathogens evaluating the role of corallivores.pdf,,,,survival,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0053,needs_figure_id,d17e3c0b-32a1-4c10-94fa-7558d22f726e,Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,,,,growth,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0054,needs_figure_id,d17e3c0b-32a1-4c10-94fa-7558d22f726e,Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,,,,rate,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0055,needs_figure_id,84a7b2a4-6982-4dce-a39a-2d4f07d0176b,Oren et al. - 1997 - Effect of lesion size and shape on regeneration of the Red Sea coral Favia favus.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Oren et al. - 1997 - Effect of lesion size and shape on regeneration of the Red Sea coral Favia favus.pdf,,,,rate,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0056,needs_figure_id,a3b88246-eb7f-49ed-a997-67c6d36e9413,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,,,,rate,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0057,needs_figure_id,d7f996dc-c00b-423c-b424-965cd78f9d1b,Page and Willis - 2008 - Epidemiology of skeletal eroding band on the Great Barrier Reef and the role of injury in the initia.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Page and Willis - 2008 - Epidemiology of skeletal eroding band on the Great Barrier Reef and the role of injury in the initia.pdf,,,,survival,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0058,needs_figure_id,3f852e08-6b2f-488b-9351-0f78b2ba41a5,Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,,,,growth,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0059,needs_figure_id,3f852e08-6b2f-488b-9351-0f78b2ba41a5,Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,,,,survival,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0060,needs_figure_id,6f750c49-3261-482c-ade2-373835f7cf40,Paz-García - 2006 - Temporal variation in the regeneration rate of artificial lesions in two morphotypes of Porites pana.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Paz-García - 2006 - Temporal variation in the regeneration rate of artificial lesions in two morphotypes of Porites pana.pdf,,,,rate,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0061,needs_figure_id,06ab1757-8fe9-4325-96ed-6f3106b325e4,Raymundo et al. - 2016 - Effects of Coralliophila violacea on tissue loss in the scleractinian corals Porites spp. depend on.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Raymundo et al. - 2016 - Effects of Coralliophila violacea on tissue loss in the scleractinian corals Porites spp. depend on.pdf,,,,growth,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0062,needs_figure_id,06ab1757-8fe9-4325-96ed-6f3106b325e4,Raymundo et al. - 2016 - Effects of Coralliophila violacea on tissue loss in the scleractinian corals Porites spp. depend on.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Raymundo et al. - 2016 - Effects of Coralliophila violacea on tissue loss in the scleractinian corals Porites spp. depend on.pdf,,,,survival,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0063,needs_figure_id,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,,,,rate,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
