source_id,paper_title,response_type,queue_id,original_candidate_rank,original_candidate_type,original_candidate_label,original_candidate_page,audit_status,corrected_candidate_type,corrected_candidate_label,corrected_candidate_page,corrected_candidate_text,reason,needs_manual_visual_review,evidence_method
347f789a-ef73-4089-aa77-0e46f2b2d196,Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,rate,DIG-347f789a-rate,3,table,Table 1,6,keep,table,Table 1,6,"Table 1. Slope, significant terms and r2 value of all linear regressions tested for O. franksi; Orbicella franksi recovery model summaries.",Printed caption label and page verified by local pdftotext; caption is relevant to the row response_type.,false,local_pdf_pdftotext_layout_page_match
347f789a-ef73-4089-aa77-0e46f2b2d196,Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,rate,DIG-347f789a-rate,4,table,Table 2,8,keep,table,Table 2,8,"Table 2. Slope, significant terms and r2 value of all linear regressions tested for A. lamarcki; Agaricia lamarcki recovery model summaries.",Printed caption label and page verified by local pdftotext; caption is relevant to the row response_type.,false,local_pdf_pdftotext_layout_page_match
2e76dce4-6cb4-46c0-b8c4-a1cc91b1578c,Van Veghel and Bak - 1994 - Reproductive characteristics of the polymorphic Caribbean reef building coral Montastrea annularis..pdf,reproduction,DIG-2e76dce4-reproduction,1,table,Table 2,5,keep,table,Table 2,5,Table 2. Montastrea annularis. Fecundity (eggs per polyp) and aspects of reproductive effort for coral tissue adjacent to lesions and tissue more than 20 cm distant from lesion. One-way ANOVA F-values compare regenerated and normal samples.,Printed caption label and page verified by local pdftotext; caption is relevant to the row response_type.,false,local_pdf_pdftotext_layout_page_match
2e76dce4-6cb4-46c0-b8c4-a1cc91b1578c,Van Veghel and Bak - 1994 - Reproductive characteristics of the polymorphic Caribbean reef building coral Montastrea annularis..pdf,reproduction,DIG-2e76dce4-reproduction,2,figure,Fig. 1,4,replace,table,Table 2,5,Table 2. Montastrea annularis. Fecundity (eggs per polyp) and aspects of reproductive effort for coral tissue adjacent to lesions and tissue more than 20 cm distant from lesion. One-way ANOVA F-values compare regenerated and normal samples.,"Original Fig. 1 is a real regeneration photo caption, but it does not report reproductive output; Table 2 is the relevant fecundity/reproductive-effort candidate.",false,local_pdf_pdftotext_layout_page_match
2e76dce4-6cb4-46c0-b8c4-a1cc91b1578c,Van Veghel and Bak - 1994 - Reproductive characteristics of the polymorphic Caribbean reef building coral Montastrea annularis..pdf,reproduction,DIG-2e76dce4-reproduction,3,figure,Fig. 2,5,replace,table,Table 2,5,Table 2. Montastrea annularis. Fecundity (eggs per polyp) and aspects of reproductive effort for coral tissue adjacent to lesions and tissue more than 20 cm distant from lesion. One-way ANOVA F-values compare regenerated and normal samples.,"Original Fig. 2 reports regeneration-rate regressions during the reproductive season, not reproductive output; Table 2 is the relevant fecundity/reproductive-effort candidate.",false,local_pdf_pdftotext_layout_page_match
26d408bb-bf97-4b1a-8b59-a62f74d3d475,Van Woesik - 1998 - Lesion healing on massive Porites spp. corals.pdf,rate,DIG-26d408bb-rate,1,table,Table l,3,replace,table,Table 1,3,"Table 1. Porites lutea and P. lobata. Regression analyses and slope comparisons for lesion healing on massive corals. Data were fitted to ln y = ln b - at, with intercept, slope, number of data points, variance accounted for, regression probability, and slope-comparison probability reported.","Printed table and page are correct, but the original label was OCR-normalized incorrectly as Table l; corrected to Table 1.",false,local_pdf_pdftotext_layout_page_match
26d408bb-bf97-4b1a-8b59-a62f74d3d475,Van Woesik - 1998 - Lesion healing on massive Porites spp. corals.pdf,rate,DIG-26d408bb-rate,2,figure,Fig. 1,4,keep,figure,Fig. 1,4,"Fig. 1. Regeneration of lesions on massive Porites spp. using the exponential equation y = be^-at and its equivalent ln y = ln b - at, with fitted regressions and 95% confidence limits for three lesion-size classes; time constants are 34, 59 and 83 days.",Printed caption label and page verified by local pdftotext; caption is relevant to the row response_type.,false,local_pdf_pdftotext_layout_page_match
26d408bb-bf97-4b1a-8b59-a62f74d3d475,Van Woesik - 1998 - Lesion healing on massive Porites spp. corals.pdf,rate,DIG-26d408bb-rate,3,table,Table 2,5,keep,table,Table 2,5,"Table 2. Porites lobata, P. lutea and P. solida. Ratio of lesion perimeter to surface area on massive corals, where H indicates completely healed and R indicates re-classified into a smaller size class at the first observation; lesion depth below low water datum is given.",Printed caption label and page verified by local pdftotext; caption is relevant to the row response_type.,false,local_pdf_pdftotext_layout_page_match
26d408bb-bf97-4b1a-8b59-a62f74d3d475,Van Woesik - 1998 - Lesion healing on massive Porites spp. corals.pdf,rate,DIG-26d408bb-rate,4,figure,Fig. 2,6,replace,figure,Fig. 1,4,"Fig. 1. Regeneration of lesions on massive Porites spp. using the exponential equation y = be^-at and its equivalent ln y = ln b - at, with fitted regressions and 95% confidence limits for three lesion-size classes; time constants are 34, 59 and 83 days.","Original Fig. 2 is a real printed healed-scar cross-section caption, but it is not the rate figure; Fig. 1 is the better lesion-regeneration rate candidate.",false,local_pdf_pdftotext_layout_page_match
6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",growth,DIG-6dffe94d-growth,1,figure,Fig. 1,6,keep,figure,Fig. 1,6,"Fig. 1. Growth, as linear extension, of colonies of P. damicornis at Rottnest Island. Treatments are controls, fragmentation, dislodged, and fragmentation plus dislodgement. Error bars are standard errors.",Printed caption label and page verified by local pdftotext; caption is relevant to the row response_type.,false,local_pdf_pdftotext_layout_page_match
6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",growth,DIG-6dffe94d-growth,2,table,Table 3,7,keep,table,Table 3,7,"Table 3. Three-factor orthogonal analysis of variance information for growth, as cumulative linear extension, of corals from Little Salmon Bay and Mary Cove between 17th December and 10th June, 1989.",Printed caption label and page verified by local pdftotext; caption is relevant to the row response_type.,false,local_pdf_pdftotext_layout_page_match
6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",growth,DIG-6dffe94d-growth,3,figure,Fig. 4,10,replace,figure,Fig. 1,6,"Fig. 1. Growth, as linear extension, of colonies of P. damicornis at Rottnest Island. Treatments are controls, fragmentation, dislodged, and fragmentation plus dislodgement. Error bars are standard errors.","Original Fig. 4 is a larval lipid figure, not a growth response; Fig. 1 is the relevant growth figure.",false,local_pdf_pdftotext_layout_page_match
6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",growth,DIG-6dffe94d-growth,4,table,Table 1,3,replace,figure,Fig. 1,6,"Fig. 1. Growth, as linear extension, of colonies of P. damicornis at Rottnest Island. Treatments are controls, fragmentation, dislodged, and fragmentation plus dislodgement. Error bars are standard errors.","Original Table 1 is a sampling/treatment-count table, not a growth response table; Fig. 1 is the relevant growth figure.",false,local_pdf_pdftotext_layout_page_match
6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",growth,DIG-6dffe94d-growth,5,table,Table 2,6,replace,figure,Fig. 1,6,"Fig. 1. Growth, as linear extension, of colonies of P. damicornis at Rottnest Island. Treatments are controls, fragmentation, dislodged, and fragmentation plus dislodgement. Error bars are standard errors.","Original Table 2 is a mortality table, not a growth response table; Fig. 1 is the relevant growth figure.",false,local_pdf_pdftotext_layout_page_match
6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",reproduction,DIG-6dffe94d-reproduction,1,table,Table 4,10,keep,table,Table 4,10,"Table 4. Analysis of variance comparing index of reproductive potential for fragmented, dislodged and control corals from Little Salmon Bay and Mary Cove.",Printed caption label and page verified by local pdftotext; caption is relevant to the row response_type.,false,local_pdf_pdftotext_layout_page_match
6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",reproduction,DIG-6dffe94d-reproduction,2,table,Table 1,3,replace,figure,Fig. 3,9,"Fig. 3. The standardised number of larvae captured at the new moon in March, 1989 from colonies of P. damicornis at Rottnest Island. Treatments are controls, fragmentation, dislodged, and fragmentation plus dislodgement; error bars are standard errors.","Original Table 1 is a sampling/treatment-count table, not a reproductive response; Fig. 3 reports larvae captured and is the better reproduction candidate.",false,local_pdf_pdftotext_layout_page_match
6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",reproduction,DIG-6dffe94d-reproduction,3,figure,Fig. 1,6,replace,figure,Fig. 3,9,"Fig. 3. The standardised number of larvae captured at the new moon in March, 1989 from colonies of P. damicornis at Rottnest Island. Treatments are controls, fragmentation, dislodged, and fragmentation plus dislodgement; error bars are standard errors.","Original Fig. 1 reports growth, not reproduction; Fig. 3 reports larvae captured and is the better reproduction candidate.",false,local_pdf_pdftotext_layout_page_match
6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",reproduction,DIG-6dffe94d-reproduction,4,table,Table 2,6,replace,figure,Fig. 3,9,"Fig. 3. The standardised number of larvae captured at the new moon in March, 1989 from colonies of P. damicornis at Rottnest Island. Treatments are controls, fragmentation, dislodged, and fragmentation plus dislodgement; error bars are standard errors.","Original Table 2 reports mortality, not reproduction; Fig. 3 reports larvae captured and is the better reproduction candidate.",false,local_pdf_pdftotext_layout_page_match
6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",reproduction,DIG-6dffe94d-reproduction,5,table,Table 3,7,replace,figure,Fig. 3,9,"Fig. 3. The standardised number of larvae captured at the new moon in March, 1989 from colonies of P. damicornis at Rottnest Island. Treatments are controls, fragmentation, dislodged, and fragmentation plus dislodgement; error bars are standard errors.","Original Table 3 reports growth ANOVA, not reproduction; Fig. 3 reports larvae captured and is the better reproduction candidate.",false,local_pdf_pdftotext_layout_page_match
6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",survival,DIG-6dffe94d-survival,1,table,Table 2,6,keep,table,Table 2,6,Table 2. The number of corals from Little Salmon Bay and Mary Cove which died during the study period.,Printed caption label and page verified by local pdftotext; caption is relevant to the row response_type.,false,local_pdf_pdftotext_layout_page_match
6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",survival,DIG-6dffe94d-survival,2,table,Table 1,3,replace,table,Table 2,6,Table 2. The number of corals from Little Salmon Bay and Mary Cove which died during the study period.,"Original Table 1 is a sampling/treatment-count table, not a survival outcome; Table 2 reports mortality during the study period.",false,local_pdf_pdftotext_layout_page_match
6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",survival,DIG-6dffe94d-survival,3,figure,Fig. 1,6,replace,table,Table 2,6,Table 2. The number of corals from Little Salmon Bay and Mary Cove which died during the study period.,"Original Fig. 1 reports growth, not survival; Table 2 reports mortality during the study period.",false,local_pdf_pdftotext_layout_page_match
6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",survival,DIG-6dffe94d-survival,4,table,Table 3,7,replace,table,Table 2,6,Table 2. The number of corals from Little Salmon Bay and Mary Cove which died during the study period.,"Original Table 3 reports growth ANOVA, not survival; Table 2 reports mortality during the study period.",false,local_pdf_pdftotext_layout_page_match
6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",survival,DIG-6dffe94d-survival,5,figure,Fig. 2,9,replace,table,Table 2,6,Table 2. The number of corals from Little Salmon Bay and Mary Cove which died during the study period.,"Original Fig. 2 reports tissue lipid, not survival; Table 2 reports mortality during the study period.",false,local_pdf_pdftotext_layout_page_match
32a1561c-9cd6-4e97-9287-c9e5eafafc22,Welsh et al. - 2015 - Clustered parrotfish feeding scars trigger partial coral mortality of massive Porites colonies on th.pdf,survival,DIG-32a1561c-survival,1,figure,Fig. 1,3,keep,figure,Fig. 1,3,"Fig. 1. A single parrotfish (C. microrhinos) feeding scar, a scar cluster on the surface of a Porites colony, and a single scar resulting in partial coral mortality surrounding a scar.",Printed caption label and page verified by local pdftotext; caption is relevant to the row response_type.,false,local_pdf_pdftotext_layout_page_match
32a1561c-9cd6-4e97-9287-c9e5eafafc22,Welsh et al. - 2015 - Clustered parrotfish feeding scars trigger partial coral mortality of massive Porites colonies on th.pdf,survival,DIG-32a1561c-survival,2,table,Table 1,4,keep,table,Table 1,4,Table 1. Results of the binary General Linear Model assessing the influence of initial scar count and colony size on the fate of feeding scars (n = 30).,Printed caption label and page verified by local pdftotext; caption is relevant to the row response_type.,false,local_pdf_pdftotext_layout_page_match
32a1561c-9cd6-4e97-9287-c9e5eafafc22,Welsh et al. - 2015 - Clustered parrotfish feeding scars trigger partial coral mortality of massive Porites colonies on th.pdf,survival,DIG-32a1561c-survival,3,figure,Fig. 2,4,keep,figure,Fig. 2,4,"Fig. 2. Logistic model of the relationship between the probability of feeding scar recovery, the number of feeding scars initially recorded, and the initial area-to-perimeter ratio. Each dot marks the final status of a scar after four months of monitoring as fully recovered, reduced, or expanded.",Printed caption label and page verified by local pdftotext; caption is relevant to the row response_type.,false,local_pdf_pdftotext_layout_page_match
1d237b2c-1d5d-479a-985a-bde3d28a4fce,Wolf and Nugues - 2013 - Synergistic effects of algal overgrowth and corallivory on Caribbean reef‐building corals.pdf,growth,DIG-1d237b2c-growth,1,figure,FIG. 1,4,remove,,,,,"no_valid_candidate_found: original FIG. 1 is a real coral-health/fireworm caption, but it is not a growth response, and no printed figure/table in the PDF reports coral growth.",false,local_pdf_pdftotext_layout_page_match
1d237b2c-1d5d-479a-985a-bde3d28a4fce,Wolf and Nugues - 2013 - Synergistic effects of algal overgrowth and corallivory on Caribbean reef‐building corals.pdf,growth,DIG-1d237b2c-growth,2,figure,FIG. 3,6,remove,,,,,"no_valid_candidate_found: original FIG. 3 is a real mortality/bleaching caption, but it is not a growth response, and no printed figure/table in the PDF reports coral growth.",false,local_pdf_pdftotext_layout_page_match
1d237b2c-1d5d-479a-985a-bde3d28a4fce,Wolf and Nugues - 2013 - Synergistic effects of algal overgrowth and corallivory on Caribbean reef‐building corals.pdf,survival,DIG-1d237b2c-survival,1,figure,FIG. 3,6,keep,figure,FIG. 3,6,FIG. 3. Independent and combined effects of Halimeda opuntia and corallivores on coral mortality and bleaching for Hermodice carunculata on Montastraea faveolata and Coralliophila abbreviata on Montastraea annularis.,Printed caption label and page verified by local pdftotext; caption is relevant to the row response_type.,false,local_pdf_pdftotext_layout_page_match
1d237b2c-1d5d-479a-985a-bde3d28a4fce,Wolf and Nugues - 2013 - Synergistic effects of algal overgrowth and corallivory on Caribbean reef‐building corals.pdf,survival,DIG-1d237b2c-survival,2,figure,FIG. 1,4,replace,figure,FIG. 3,6,FIG. 3. Independent and combined effects of Halimeda opuntia and corallivores on coral mortality and bleaching for Hermodice carunculata on Montastraea faveolata and Coralliophila abbreviata on Montastraea annularis.,Original FIG. 1 reports fireworm abundance and coral-health scores; FIG. 3 is the direct survival/mortality candidate.,false,local_pdf_pdftotext_layout_page_match
9cbae935-6259-4ba6-a2ec-44d3f3bc0902,Yap and Gomez - 1984 - Growth of Acropora pulchra II. Responses of natural and transplanted colonies to temperature and da.pdf,growth,DIG-9cbae935-growth,1,figure,Fig. 2,3,keep,figure,Fig. 2,3,Fig. 2. Acropora pulchra. Mean monthly growth rates (cm/month) of transplants from December 1980 to March 1982. Solid lines represent significant differences and dashed lines insignificant differences.,Printed caption label and page verified by local pdftotext; caption is relevant to the row response_type.,false,local_pdf_pdftotext_layout_page_match
9cbae935-6259-4ba6-a2ec-44d3f3bc0902,Yap and Gomez - 1984 - Growth of Acropora pulchra II. Responses of natural and transplanted colonies to temperature and da.pdf,growth,DIG-9cbae935-growth,2,table,Table 1,4,keep,table,Table 1,4,"Table 1. Acropora pulchra. Regeneration and growth of broken branches, including length of new growth, growth period, and projected growth rate.",Printed caption label and page verified by local pdftotext; caption is relevant to the row response_type.,false,local_pdf_pdftotext_layout_page_match
9cbae935-6259-4ba6-a2ec-44d3f3bc0902,Yap and Gomez - 1984 - Growth of Acropora pulchra II. Responses of natural and transplanted colonies to temperature and da.pdf,growth,DIG-9cbae935-growth,3,table,Table 3,5,keep,table,Table 3,5,"Table 3. Acropora pulchra. Correlation coefficients showing the relationship between biological parameters, including growth rates, zero growth, percentage mortality, and budding, and the environmental factors day length and temperature.",Printed caption label and page verified by local pdftotext; caption is relevant to the row response_type.,false,local_pdf_pdftotext_layout_page_match
