source_id,paper_title,response_type,queue_id,original_candidate_rank,original_candidate_type,original_candidate_label,original_candidate_page,audit_status,corrected_candidate_type,corrected_candidate_label,corrected_candidate_page,corrected_candidate_text,reason,needs_manual_visual_review,evidence_method
f7335f31-f560-4d42-9f0d-52fdbec8ece6,Meesters et al 1992 sedimentation and lesion position.pdf,rate,DIG-f7335f31-rate,2,figure,Fig. 3,5,keep,figure,Fig. 3,5,Fig. 3. Regeneration of Montastrea annularis up-current (SedUp) and down-current (SedDown) of the construction site of an artificial beach. Lesion size is the mean size of all lesions at a given time. Fitted regression lines are drawn in graph.,"Printed caption on stated page; page also contains Fig. 4, but Fig. 3 itself is a valid regeneration-rate caption.",false,pdftotext -layout page 5
f7335f31-f560-4d42-9f0d-52fdbec8ece6,Meesters et al 1992 sedimentation and lesion position.pdf,rate,DIG-f7335f31-rate,3,table,Table 2,6,keep,table,Table 2,6,"Table 2. Life history characteristics. Comparison of regeneration, reproduction, growth, polyp position, sediment rejection, and competitive characteristics of the species used in this study.","Printed table caption on stated page; it contains relative regeneration information, though it is secondary to the regression table and figures.",false,pdftotext -layout page 6
f7335f31-f560-4d42-9f0d-52fdbec8ece6,Meesters et al 1992 sedimentation and lesion position.pdf,rate,DIG-f7335f31-rate,4,figure,Fig. 1,2,replace,figure,Fig. 2,4,Fig. 2. Regeneration of the four species used in the long-term sediment stress experiment. Lesion size is given as the mean size of all lesions at a certain time. Fitted regression lines are drawn in graphs. Low: low sedimentation site; High: high sedimentation site.,Fig. 1 is a site map and not a rate-response figure; Fig. 2 is the relevant regeneration-time figure.,false,pdftotext -layout pages 2 and 4
f7335f31-f560-4d42-9f0d-52fdbec8ece6,Meesters et al 1992 sedimentation and lesion position.pdf,rate,DIG-f7335f31-rate,5,table,Table 1,5,keep,table,Table 1,5,"Table 1. Results of regression analyses and slope comparisons. Data were fitted to the line Size = C * 10^(b*Time), with C, slope, days to lesion closure, sample size, R2, days included, and slope-comparison probabilities reported.",Printed table caption on stated page and directly reports regression slopes and days to lesion closure.,false,pdftotext -layout page 5
c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,growth,DIG-c84ce087-growth,1,figure,Fig. 7,7,keep,figure,Fig. 7,7,"Fig. 7. Montastrea annularis. Mean difference in growth (mg cm-2 d-1, SE) between damaged and undamaged cores relative to the time of lesion infliction. Horizontal line represents equal growth.",Printed caption on stated page and directly shows growth difference after lesion infliction.,false,pdftotext -layout page 7
c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,growth,DIG-c84ce087-growth,2,table,Table 3,7,keep,table,Table 3,7,Table 3. Montastrea annularis. Repeated-measures ANOVA on the difference in growth between cores with and without a lesion through time.,Printed table caption on stated page and tests growth differences between damaged and undamaged cores.,false,pdftotext -layout page 7
c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,growth,DIG-c84ce087-growth,3,table,Table 4,7,replace,figure,Fig. 7,7,"Fig. 7. Montastrea annularis. Mean difference in growth (mg cm-2 d-1, SE) between damaged and undamaged cores relative to the time of lesion infliction. Horizontal line represents equal growth.","Table 4 concerns growth of undamaged cores through time, not the damage-growth response; Fig. 7 is the better printed growth candidate.",false,pdftotext -layout page 7
c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,growth,DIG-c84ce087-growth,4,figure,Fig. 2,5,replace,figure,Fig. 7,7,"Fig. 7. Montastrea annularis. Mean difference in growth (mg cm-2 d-1, SE) between damaged and undamaged cores relative to the time of lesion infliction. Horizontal line represents equal growth.","Fig. 2 is an irradiance/growth calibration, not the damage-growth response; Fig. 7 is the relevant candidate.",false,pdftotext -layout pages 5 and 7
c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,growth,DIG-c84ce087-growth,5,figure,Fig. 3,5,replace,figure,Fig. 7,7,"Fig. 7. Montastrea annularis. Mean difference in growth (mg cm-2 d-1, SE) between damaged and undamaged cores relative to the time of lesion infliction. Horizontal line represents equal growth.","Fig. 3 is a handling-effect check, not the damage-growth response; Fig. 7 is the relevant candidate.",false,pdftotext -layout pages 5 and 7
c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,rate,DIG-c84ce087-rate,1,figure,Fig. 7,7,replace,figure,Fig. 5,6,Fig. 5. Montastrea annularis. Mean lesion size (SE) at infliction of lesion and subsequently through time. The model Size = S0 + (Smax x 10^(slope x days)) is fitted to lesion-size data.,"Fig. 7 is a growth-difference figure, not lesion regeneration rate; Fig. 5 reports lesion size through time.",false,pdftotext -layout pages 6-7
c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,rate,DIG-c84ce087-rate,2,figure,Fig. 5,6,keep,figure,Fig. 5,6,Fig. 5. Montastrea annularis. Mean lesion size (SE) at infliction of lesion and subsequently through time. The model Size = S0 + (Smax x 10^(slope x days)) is fitted to lesion-size data.,Printed caption on stated page and directly reports lesion size through time.,false,pdftotext -layout page 6
c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,rate,DIG-c84ce087-rate,3,table,Table 4,7,replace,table,Table 2,6,Table 2. Estimated parameters (SE) in the model Lesion size = S0 + (Smax x 10^(slope x days)). Parameters were estimated by iterative least-squares line fitting.,"Table 4 reports undamaged-core growth, not regeneration rate; Table 2 gives fitted lesion-size model parameters.",false,pdftotext -layout pages 6-7
c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,rate,DIG-c84ce087-rate,4,table,Table 3,7,replace,table,Table 2,6,Table 2. Estimated parameters (SE) in the model Lesion size = S0 + (Smax x 10^(slope x days)). Parameters were estimated by iterative least-squares line fitting.,"Table 3 is a growth-difference ANOVA, not a lesion-rate table; Table 2 gives fitted lesion-size model parameters.",false,pdftotext -layout pages 6-7
c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,rate,DIG-c84ce087-rate,5,table,Table 2,6,keep,table,Table 2,6,Table 2. Estimated parameters (SE) in the model Lesion size = S0 + (Smax x 10^(slope x days)). Parameters were estimated by iterative least-squares line fitting.,Printed table caption on stated page and relevant to lesion-size/regeneration-rate modeling.,false,pdftotext -layout page 6
398d01aa-1e0e-4c46-9989-8490ca8748d5,Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,survival,DIG-398d01aa-survival,1,table,Table 4,6,keep,table,Table 4,6,"Table 4. Partial mortality measured as lesion size (cm2) in Acropora palmata, Diploria strigosa, and Porites astreoides. Lesions are grouped into type I and type II; Acropora lesions are separated by branch side.",Printed table caption on stated page and directly reports partial mortality as lesion size.,false,pdftotext -layout page 6
398d01aa-1e0e-4c46-9989-8490ca8748d5,Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,survival,DIG-398d01aa-survival,2,figure,Figure 3,9,keep,figure,Figure 3,9,Figure 3. Percentage of colonies with and without partial mortality in colony size classes of Diploria strigosa and Porites astreoides. Total number of colonies is shown in white bars.,Printed caption on stated page and directly reports colonies with and without partial mortality.,false,pdftotext -layout page 9
398d01aa-1e0e-4c46-9989-8490ca8748d5,Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,survival,DIG-398d01aa-survival,3,table,Table 1,5,keep,table,Table 1,5,Table 1. Geometric mean number of lesions per colony and per square meter and percent colonies damaged for the three surveyed species.,Printed table caption on stated page and reports percent colonies damaged.,false,pdftotext -layout page 5
398d01aa-1e0e-4c46-9989-8490ca8748d5,Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,survival,DIG-398d01aa-survival,4,table,Table 2,5,keep,table,Table 2,5,"Table 2. Acropora palmata. Relation of lesion abundance to reef location, lesion type, and branch side.",Printed table caption on stated page; lesion abundance by branch side/type is relevant to partial mortality.,false,pdftotext -layout page 5
398d01aa-1e0e-4c46-9989-8490ca8748d5,Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,survival,DIG-398d01aa-survival,5,table,Table 3,6,keep,table,Table 3,6,"Table 3. Number of lesions per branch per colony, including geometric mean of type I and II lesions, damaged branches, and maximum number per branch.",Printed table caption on stated page; lesion counts are relevant to partial mortality.,false,pdftotext -layout page 6
f46ad039-b2d6-4a0a-860d-98cf61f2a7de,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,growth,DIG-f46ad039-growth,1,figure,Fig. 5A,4,replace,figure,Fig. 5A-C,4,"Fig. 5A-C Results of the experiment with P. porites. Bars represent means + 1 SE. Panels show macroalgal percent cover, coral growth as relative change in buoyant weight, and grazing scars on corals in the six treatment groups.",Original Fig. 5A text is an inline body reference; corrected to the printed Fig. 5A-C caption.,false,pdftotext -layout pages 3-5
f46ad039-b2d6-4a0a-860d-98cf61f2a7de,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,growth,DIG-f46ad039-growth,2,figure,Fig. 6,5,replace,figure,Fig. 5A-C,4,"Fig. 5A-C Results of the experiment with P. porites. Bars represent means + 1 SE. Panels show macroalgal percent cover, coral growth as relative change in buoyant weight, and grazing scars on corals in the six treatment groups.","Fig. 6 reports seaweed composition, not coral growth; Fig. 5A-C contains the coral growth panel.",false,pdftotext -layout pages 3-5
f46ad039-b2d6-4a0a-860d-98cf61f2a7de,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,growth,DIG-f46ad039-growth,3,figure,Fig. 2,3,replace,figure,Fig. 5A-C,4,"Fig. 5A-C Results of the experiment with P. porites. Bars represent means + 1 SE. Panels show macroalgal percent cover, coral growth as relative change in buoyant weight, and grazing scars on corals in the six treatment groups.","Fig. 2 is the P. divaricata survival experiment, not growth; Fig. 5A-C contains the growth panel.",false,pdftotext -layout pages 3-5
f46ad039-b2d6-4a0a-860d-98cf61f2a7de,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,growth,DIG-f46ad039-growth,4,figure,Fig. 4,4,replace,figure,Fig. 5A-C,4,"Fig. 5A-C Results of the experiment with P. porites. Bars represent means + 1 SE. Panels show macroalgal percent cover, coral growth as relative change in buoyant weight, and grazing scars on corals in the six treatment groups.","Fig. 4 reports fish bite rates, not coral growth; Fig. 5A-C contains the growth panel.",false,pdftotext -layout pages 3-5
f46ad039-b2d6-4a0a-860d-98cf61f2a7de,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,survival,DIG-f46ad039-survival,1,figure,Fig. 2,3,keep,figure,Fig. 2,3,Fig. 2 Results of the experiment with P. divaricata. Bars represent means + 1 SE; treatments with the same letter are not significantly different by Dunn post hoc pairwise comparisons. Surrounding text identifies the plotted response as 48-hour survivorship.,Printed caption on stated page; surrounding results text identifies the response as P. divaricata survivorship.,false,pdftotext -layout page 3
f46ad039-b2d6-4a0a-860d-98cf61f2a7de,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,survival,DIG-f46ad039-survival,2,figure,Fig. 4,4,replace,figure,Fig. 2,3,Fig. 2 Results of the experiment with P. divaricata. Bars represent means + 1 SE; treatments with the same letter are not significantly different by Dunn post hoc pairwise comparisons. Surrounding text identifies the plotted response as 48-hour survivorship.,"Fig. 4 reports predation intensity, not survival; Fig. 2 is the printed survivorship result.",false,pdftotext -layout pages 3-5
f46ad039-b2d6-4a0a-860d-98cf61f2a7de,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,survival,DIG-f46ad039-survival,3,figure,Fig. 5A,4,replace,figure,Fig. 2,3,Fig. 2 Results of the experiment with P. divaricata. Bars represent means + 1 SE; treatments with the same letter are not significantly different by Dunn post hoc pairwise comparisons. Surrounding text identifies the plotted response as 48-hour survivorship.,"Original Fig. 5A is an inline body reference and the figure is growth/grazing, not survival; Fig. 2 is the survival result.",false,pdftotext -layout pages 3-5
f46ad039-b2d6-4a0a-860d-98cf61f2a7de,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,survival,DIG-f46ad039-survival,4,figure,Fig. 6,5,replace,figure,Fig. 2,3,Fig. 2 Results of the experiment with P. divaricata. Bars represent means + 1 SE; treatments with the same letter are not significantly different by Dunn post hoc pairwise comparisons. Surrounding text identifies the plotted response as 48-hour survivorship.,"Fig. 6 is seaweed composition, not survival; Fig. 2 is the survival result.",false,pdftotext -layout pages 3-5
8c205a55-4093-46c5-a7c2-e356c8bf6a7c,Nagelkerken and Bak - 1998 - Differential regeneration of artificial lesions among sympatric morphs of the Caribbean corals Porit.pdf,rate,DIG-8c205a55-rate,1,figure,Fig. 2,3,keep,figure,Fig. 2,3,Fig. 2. Regression slopes of lesion recovery (lesion size vs time) for the different morphs of Porites astreoides and Stephanocoenia michelinii and species/morphs of Madracis.,Printed caption on stated page and directly reports regression slopes of lesion recovery.,false,pdftotext -layout page 3
b2eaa7a6-c475-4f8e-bec2-2a52585da7c3,Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,rate,DIG-b2eaa7a6-rate,1,figure,Fig. 1,4,keep,figure,Fig. 1,4,Fig. 1. Lesion recovery as a function of time for shallow and deep water colonies of (a) Porites astreoides and (b) Stephanocoenia michelinii.,Printed caption on stated page and directly reports lesion recovery through time.,false,pdftotext -layout page 4
b2eaa7a6-c475-4f8e-bec2-2a52585da7c3,Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,rate,DIG-b2eaa7a6-rate,2,figure,Fig. 2,6,keep,figure,Fig. 2,6,Fig. 2. Regression slopes calculated at each time interval for the relation between percentage lesion area recovered versus water depth for (a) Porites astreoides and (b) Stephanocoenia michelinii. Bars indicate 95 percent confidence intervals.,Printed caption on stated page and directly reports recovery-depth regression slopes through time.,false,pdftotext -layout page 6
b2eaa7a6-c475-4f8e-bec2-2a52585da7c3,Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,rate,DIG-b2eaa7a6-rate,3,figure,Fig. 3,7,replace,figure,Fig. 1,4,Fig. 1. Lesion recovery as a function of time for shallow and deep water colonies of (a) Porites astreoides and (b) Stephanocoenia michelinii.,"Fig. 3 reports zooxanthellae density, not regeneration rate; Fig. 1 is the direct lesion-recovery figure.",false,pdftotext -layout pages 4 and 7
b2eaa7a6-c475-4f8e-bec2-2a52585da7c3,Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,rate,DIG-b2eaa7a6-rate,4,figure,Fig. 5,8,replace,figure,Fig. 1,4,Fig. 1. Lesion recovery as a function of time for shallow and deep water colonies of (a) Porites astreoides and (b) Stephanocoenia michelinii.,"Fig. 5 reports chlorophyll ratio, not regeneration rate; Fig. 1 is the direct lesion-recovery figure.",false,pdftotext -layout pages 4 and 8
b2eaa7a6-c475-4f8e-bec2-2a52585da7c3,Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,rate,DIG-b2eaa7a6-rate,5,figure,Fig. 4,7,replace,figure,Fig. 1,4,Fig. 1. Lesion recovery as a function of time for shallow and deep water colonies of (a) Porites astreoides and (b) Stephanocoenia michelinii.,"Fig. 4 reports chlorophyll concentration, not regeneration rate; Fig. 1 is the direct lesion-recovery figure.",false,pdftotext -layout pages 4 and 7
9f560a14-a39a-4d71-8d68-9c14a4001c75,Nicolet et al. - 2018 - Predation scars may influence host susceptibility to pathogens evaluating the role of corallivores.pdf,survival,DIG-9f560a14-survival,1,figure,Figure 1,3,keep,figure,Figure 1,3,Figure 1. Percentage of nubbins infected in disease transmission experiments involving the butterflyfish Chaetodon plebeius and the snail Drupella under brown band and black band disease treatments and controls.,Printed caption on stated page and directly reports infection percentages.,false,pdftotext -layout page 3
9f560a14-a39a-4d71-8d68-9c14a4001c75,Nicolet et al. - 2018 - Predation scars may influence host susceptibility to pathogens evaluating the role of corallivores.pdf,survival,DIG-9f560a14-survival,2,figure,Figure 2,4,keep,figure,Figure 2,4,"Figure 2. Table plot illustrating the proportion of healthy and infected nubbins in relation to caging treatment, disease type, and reef site. The field experiment ran for 7 days and was monitored every second day; N = 96 nubbins overall.",Printed caption on stated page and directly reports healthy versus infected nubbins.,false,pdftotext -layout page 4
9f560a14-a39a-4d71-8d68-9c14a4001c75,Nicolet et al. - 2018 - Predation scars may influence host susceptibility to pathogens evaluating the role of corallivores.pdf,survival,DIG-9f560a14-survival,3,table,Table 1,5,replace,figure,Figure 1,3,Figure 1. Percentage of nubbins infected in disease transmission experiments involving the butterflyfish Chaetodon plebeius and the snail Drupella under brown band and black band disease treatments and controls.,Table 1 is a literature-review table rather than the primary survival/infection response; Figure 1 is the primary experiment result.,false,pdftotext -layout pages 3 and 5
9f560a14-a39a-4d71-8d68-9c14a4001c75,Nicolet et al. - 2018 - Predation scars may influence host susceptibility to pathogens evaluating the role of corallivores.pdf,survival,DIG-9f560a14-survival,4,table,Table 1,6,replace,figure,Figure 1,3,Figure 1. Percentage of nubbins infected in disease transmission experiments involving the butterflyfish Chaetodon plebeius and the snail Drupella under brown band and black band disease treatments and controls.,"Original Table 1 on page 6 is an inline reference, not a printed caption; Figure 1 is the primary experiment result.",false,pdftotext -layout pages 3 and 6
d17e3c0b-32a1-4c10-94fa-7558d22f726e,Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,growth,DIG-d17e3c0b-growth,1,table,Table 2,4,keep,table,Table 2,4,"Table 2 Number of new polyps formed on the new layer on the cut surface 24 days after fragmentation. The rendered table also reports survival rate, linear extension rate, spawning ratio, and growth-rate comparisons among fragment size groups.",Printed table caption on stated page; rendered table includes linear extension rate and growth-rate comparisons.,false,pdftotext -layout plus rendered page image page 4
d17e3c0b-32a1-4c10-94fa-7558d22f726e,Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,growth,DIG-d17e3c0b-growth,2,table,Table 1,3,keep,table,Table 1,3,Table 1 Number of new polyps formed on the new layer on the cut surface 24 days after fragmentation. The rendered table also reports survival rate and number of polyps among fragment size groups.,Printed table caption on stated page and relevant to regeneration/growth via new polyp formation.,false,pdftotext -layout plus rendered page image page 3
d17e3c0b-32a1-4c10-94fa-7558d22f726e,Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,rate,DIG-d17e3c0b-rate,1,table,Table 2,4,remove,,,,no_valid_candidate_found,"No printed figure/table reports wound-closure or regeneration rate; the rate result is in prose, while Table 2 reports survival, linear extension, spawning, and growth comparisons.",false,pdftotext -layout plus rendered page image page 4
d17e3c0b-32a1-4c10-94fa-7558d22f726e,Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,rate,DIG-d17e3c0b-rate,2,table,Table 1,3,remove,,,,no_valid_candidate_found,"No printed figure/table reports wound-closure or regeneration rate; the rate result is in prose, while Table 1 reports new polyps and survival.",false,pdftotext -layout plus rendered page image page 3
84a7b2a4-6982-4dce-a39a-2d4f07d0176b,Oren et al. - 1997 - Effect of lesion size and shape on regeneration of the Red Sea coral Favia favus.pdf,rate,DIG-84a7b2a4-rate,1,table,Table 3,6,keep,table,Table 3,6,Table 3. One-way ANOVA of the NFT/P ratios attained during the first month. Definitions of lesion type abbreviations are given in Table 1.,Printed table caption on stated page and relevant to regeneration-rate comparison via NFT/P ratios.,false,pdftotext -layout page 6
84a7b2a4-6982-4dce-a39a-2d4f07d0176b,Oren et al. - 1997 - Effect of lesion size and shape on regeneration of the Red Sea coral Favia favus.pdf,rate,DIG-84a7b2a4-rate,2,figure,Fig. I,3,replace,table,Table 1,5,"Table 1. Percent reduction of lesion areas during the first, second, and third monthly intervals and during the entire 0-90 d study period for the five lesion types.","Original Fig. I text is an inline reference to lesion types, not a printed caption on page 3; Table 1 directly reports percent lesion-area reduction over time.",false,pdftotext -layout pages 3-5
84a7b2a4-6982-4dce-a39a-2d4f07d0176b,Oren et al. - 1997 - Effect of lesion size and shape on regeneration of the Red Sea coral Favia favus.pdf,rate,DIG-84a7b2a4-rate,3,figure,Fig. 2b,7,replace,table,Table 1,5,"Table 1. Percent reduction of lesion areas during the first, second, and third monthly intervals and during the entire 0-90 d study period for the five lesion types.","Original Fig. 2b text is an inline reference in discussion, not a caption; Table 1 directly reports percent lesion-area reduction over time.",false,pdftotext -layout pages 5-7
84a7b2a4-6982-4dce-a39a-2d4f07d0176b,Oren et al. - 1997 - Effect of lesion size and shape on regeneration of the Red Sea coral Favia favus.pdf,rate,DIG-84a7b2a4-rate,4,figure,Fig. l,7,replace,table,Table 1,5,"Table 1. Percent reduction of lesion areas during the first, second, and third monthly intervals and during the entire 0-90 d study period for the five lesion types.","Original Fig. l text is an inline reference in literature/discussion, not a printed caption; Table 1 directly reports lesion-area reduction.",false,pdftotext -layout pages 5-7
84a7b2a4-6982-4dce-a39a-2d4f07d0176b,Oren et al. - 1997 - Effect of lesion size and shape on regeneration of the Red Sea coral Favia favus.pdf,rate,DIG-84a7b2a4-rate,5,figure,Fig. 2,5,replace,table,Table 1,5,"Table 1. Percent reduction of lesion areas during the first, second, and third monthly intervals and during the entire 0-90 d study period for the five lesion types.","Fig. 2 is a printed lesion-characteristics caption, but not the response-rate result; Table 1 reports percent lesion-area reduction over time.",false,pdftotext -layout page 5
