source_id,paper_title,local_relpath,response_types,response_count,workplan_response_rows,source_file_status,pdf_read_status,pdf_page_count,pdf_text_chars,pdf_text_sha256,notebook_present,local_present,extraction_readiness
9c887b4c-dae5-4725-96db-948c2491e53d,Titlyanov et al. - 2006 - Three stages of injuries regeneration on scleractinian corals.pdf,literature/META_ANALYSIS_POOL/Titlyanov et al. - 2006 - Three stages of injuries regeneration on scleractinian corals.pdf,rate,1,1,available,read_cached,12,46798,0ab0f30a406a854459cd45f5baa88c748847a1e1bb24f051efcf40505b550b44,1,1,needs_digitization
9cbae935-6259-4ba6-a2ec-44d3f3bc0902,Yap and Gomez - 1984 - Growth of Acropora pulchra II. Responses of natural and transplanted colonies to temperature and da.pdf,literature/META_ANALYSIS_POOL/Yap and Gomez - 1984 - Growth of Acropora pulchra II. Responses of natural and transplanted colonies to temperature and da.pdf,growth|survival,2,2,available,read_cached,7,42320,dfcc25e993ed98d56b8e7cff2231a5cb699fdd80d5a294d3616597431c0e82b4,1,1,needs_digitization
9d6998fc-caf1-4dbd-883f-ad9b9184d062,Shaver et al. - 2017 - Effects of predation and nutrient enrichment on the success and microbiome of a foundational coral.pdf,literature/META_ANALYSIS_POOL/Shaver et al. - 2017 - Effects of predation and nutrient enrichment on the success and microbiome of a foundational coral.pdf,growth|survival,2,2,available,read_cached,11,68804,649a7f737a53b25b3e84a2384a77d705809b1a8a1de4446034fe770414d87d5f,1,1,needs_digitization
9f560a14-a39a-4d71-8d68-9c14a4001c75,Nicolet et al. - 2018 - Predation scars may influence host susceptibility to pathogens evaluating the role of corallivores.pdf,literature/META_ANALYSIS_POOL/Nicolet et al. - 2018 - Predation scars may influence host susceptibility to pathogens evaluating the role of corallivores.pdf,survival,1,1,available,read_cached,10,84385,29f7238133b93020157525d9f2729a10cc462e1a74eb2dbd1e7c52350a6d9c8e,1,1,needs_digitization
9f7a74ab-485d-44be-88c3-28c6b4a7c491,Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,literature/META_ANALYSIS_POOL/Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,rate|survival,2,2,available,read_cached,14,34543,e1610a8f992e7c7599418936e7b6e0985f3edd01602f37cfd5ca73f3265ffed1,1,1,needs_digitization
a1e7fabd-36e1-4556-804c-e6f1a9c17581,Fisher et al. - 2007 - Lesion regeneration rates in reef-building corals Montastraea spp. as indicators of colony condition.pdf,literature/META_ANALYSIS_POOL/Fisher et al. - 2007 - Lesion regeneration rates in reef-building corals Montastraea spp. as indicators of colony condition.pdf,rate,1,1,available,read_cached,11,72028,20f2642071b406018a4e91fedd30b33954653ebaddf97fb7114b853dfed99750,1,1,ready_extract
a3b88246-eb7f-49ed-a997-67c6d36e9413,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,literature/META_ANALYSIS_POOL/Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,rate|reproduction,2,2,available,read_cached,13,82010,e67718125721d6992803ffa4a19f90e0e00ebe35b45d66a01fce4c7944997b5d,1,1,needs_digitization
a67392b0-7a7e-43ad-917d-94febf750c1a,Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,literature/META_ANALYSIS_POOL/Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,growth|survival,2,2,available,read_cached,10,63539,3da485f4318ed9c938b16f1e863503f572d00643f36422c693fb4be715206474,1,1,needs_digitization
acf00158-0890-4388-9a0e-da9194664ef6,Kaufman et al. - 2021 - Thermal history influences lesion recovery of the threatened Caribbean staghorn coral Acropora cervi.pdf,literature/META_ANALYSIS_POOL/Kaufman et al. - 2021 - Thermal history influences lesion recovery of the threatened Caribbean staghorn coral Acropora cervi.pdf,rate,1,1,available,read_cached,5,27708,470e395fb192a5aa7ccdc64b6e3120166bd9c26baab601e2ab67ac3afe77d560,1,1,needs_digitization
ad751939-b061-4323-9097-c1e7d2e9576f,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,literature/META_ANALYSIS_POOL/Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,rate|survival,2,2,available,read_cached,7,41276,7b14c755c284e8ff481a718385616ea62a26d761d1a7f16173e5e00eb62df9ae,1,1,needs_digitization
b0949a7c-520e-4a37-af04-25979598ec2d,Edmunds and Lenihan - 2010 - Effect of sub-lethal damage to juvenile colonies of massive Porites spp. under contrasting regimes o.pdf,literature/META_ANALYSIS_POOL/Edmunds and Lenihan - 2010 - Effect of sub-lethal damage to juvenile colonies of massive Porites spp. under contrasting regimes o.pdf,growth|rate,2,2,available,read_cached,11,71383,cf80ccf871ca3ce83956bb206a0f99934bf9ad83eb3e176a7114cdd41f6c7c13,1,1,ready_extract
b269f689-c2c5-48a1-8ecb-f284c3ed7edc,Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,literature/META_ANALYSIS_POOL/Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,rate,1,1,available,read_cached,16,78441,3f2179d77a34cc9dcc781e803bb546b1d558b6e54a5b191a3b753d7a4ac134d7,1,1,needs_digitization
b2eaa7a6-c475-4f8e-bec2-2a52585da7c3,Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,literature/META_ANALYSIS_POOL/Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,rate,1,1,available,read_cached,11,27157,93ae86eca7b639fca9080256c483b83dae5e7e88f85f6471ef0197dd11ca9ec9,1,1,needs_digitization
b9536b7f-eb24-428a-8a9f-9750a74faa1f,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,literature/META_ANALYSIS_POOL/Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,rate,1,1,available,read_cached,15,44386,aaa05b6475229dad30de37d1bc6ca9f03ab5c5e0567c7e1d185f5899bcd79a0a,1,1,needs_digitization
c849a042-644e-4b4f-a530-33cfb800d9a9,E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,literature/META_ANALYSIS_POOL/E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,growth|rate,2,2,available,read_cached,7,32714,e40a05497dc0e328d6cb9199d0322088d74fc7393a8e6c1595e359e38e2e3a5c,1,1,needs_digitization
c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,growth|rate,2,2,available,read_cached,11,64130,edd316b2f631ad134716f58a0f1bc8ff63301c8d0d30d5d732ec5c0e60727f0d,1,1,needs_digitization
c9a7e412-6f2f-4baf-9cde-29e23e6aeeb0,Barbara - Host and Symbiont Physiology During Wound Regeneration in Acropora pulchra Under.pdf,literature/META_ANALYSIS_POOL/Barbara - Host and Symbiont Physiology During Wound Regeneration in Acropora pulchra Under.pdf,growth|rate,2,2,available,read_cached,47,72141,92f4e8c5003438c23a2d60fb4b733f9cabc9c8fde733839331804c538e6801d0,1,1,ready_extract
cf0dfa52-c9e6-4d7f-9ae1-5970162a807f,Lester and Bak - 1985 - Effects of environment on regeneration rate of tissue lesions in the reef coral Montastrea annularis.pdf,literature/META_ANALYSIS_POOL/Lester and Bak - 1985 - Effects of environment on regeneration rate of tissue lesions in the reef coral Montastrea annularis.pdf,rate,1,1,available,read_cached,4,20433,f14d029caf77ebf9462966f49b172c239ad7627d67716df54caf41cbfadd067c,1,1,ready_extract
