queue_id,digitization_status,source_id,paper_title,response_type,source_file_status,local_relpath,pdf_sha256,pdf_page_count,caption_parse_status,candidate_rank,candidate_score,candidate_type,candidate_label,candidate_page,candidate_text,matched_terms,review_status,selected_for_clipping,reviewer,review_notes,required_clip_naming_rule,required_data_naming_rule
DIG-12e9e864-rate,needs_figure_id,12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,85a283634b3f69ddf03f9e9395e654856d7f09a83d96e7187fb7c62d952856c3,5,parsed,3,15,figure,Fig. I,4,"Fig. I) was done by A. van der Stelt (Shell Cura~ao). LITERATURE CITED Bak, R. P. M. 1976. The growth of coral colonies and the importance of crustose coralline algae and burrowing sponges in relation with carbonate accumulation. Neth. J. Sea Res. 10: 285-337. --. 1977. Coral reefs and their zonation in the Netherlands Antilles. AAPG Studies in Geology 4: 3-16. --, and M. S. Engel. 1979. Distribution, abundance and survival of juvenile hermatypic corals (Scleractinia) and the importance of life history strategies in the parent coral community. Mar. BioI. 54: 341-352. --, J. J. W. M. Brouns, and F. M. L. Heys. 1977. Regeneration and aspects of spatial compe- tition in the scleractinian corals Agaricia agaricites and Montastrea annu/aris. Proc. Third Int. Coral Reef Symp. Miami I: 143-148.",regeneration,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/12e9e864__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/12e9e864__rate__fig-<printed-label>_panel-<panel>.csv
DIG-12e9e864-rate,needs_figure_id,12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,85a283634b3f69ddf03f9e9395e654856d7f09a83d96e7187fb7c62d952856c3,5,parsed,4,10,table,Table 1,3,Table 1 shows the changes in the living surface area of the control colonies.,area,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/12e9e864__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/12e9e864__rate__fig-<printed-label>_panel-<panel>.csv
DIG-12e9e864-rate,needs_figure_id,12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,85a283634b3f69ddf03f9e9395e654856d7f09a83d96e7187fb7c62d952856c3,5,parsed,5,10,table,Table I,3,Table I. Changes in size (area) of natural lesions on control colonies after a 140 days period Area <50% Area Increased Area Decreased (increased-decreased) >50% >50%,area,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/12e9e864__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/12e9e864__rate__fig-<printed-label>_panel-<panel>.csv
DIG-12e9e864-survival,needs_figure_id,12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,85a283634b3f69ddf03f9e9395e654856d7f09a83d96e7187fb7c62d952856c3,5,parsed,1,15,figure,Fig. I,4,"Fig. I) was done by A. van der Stelt (Shell Cura~ao). LITERATURE CITED Bak, R. P. M. 1976. The growth of coral colonies and the importance of crustose coralline algae and burrowing sponges in relation with carbonate accumulation. Neth. J. Sea Res. 10: 285-337. --. 1977. Coral reefs and their zonation in the Netherlands Antilles. AAPG Studies in Geology 4: 3-16. --, and M. S. Engel. 1979. Distribution, abundance and survival of juvenile hermatypic corals (Scleractinia) and the importance of life history strategies in the parent coral community. Mar. BioI. 54: 341-352. --, J. J. W. M. Brouns, and F. M. L. Heys. 1977. Regeneration and aspects of spatial compe- tition in the scleractinian corals Agaricia agaricites and Montastrea annu/aris. Proc. Third Int. Coral Reef Symp. Miami I: 143-148.",survival,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/12e9e864__survival__fig-<printed-label>_panel-<panel>.png,digitization/data/12e9e864__survival__fig-<printed-label>_panel-<panel>.csv
DIG-12e9e864-survival,needs_figure_id,12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,85a283634b3f69ddf03f9e9395e654856d7f09a83d96e7187fb7c62d952856c3,5,parsed,2,0,figure,Figure I,2,"Figure I. (Left) Rates of regeneration of the two coral species expressed as percentage of lesions completely recovered. Open circles, A. agariciles 1 cm"" tissue lesions, n = 25; closed circles, A. agaricites I cm"" tissue and skeleton lesions, n = 26; open squares, P. astreoides I cm"" tissue lesions, n = 22; closed squares, P. aslreoides 1 cm"" tissue and skeleton lesions, n = 25. Figure 2. (Right) Regeneration in A. agariciles expressed as mean surface area of all lesions. Triangles, 5 cm"" tissue and skeleton lesions, n = 24. For other symbols see Fig. I.",,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/12e9e864__survival__fig-<printed-label>_panel-<panel>.png,digitization/data/12e9e864__survival__fig-<printed-label>_panel-<panel>.csv
DIG-12e9e864-survival,needs_figure_id,12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,85a283634b3f69ddf03f9e9395e654856d7f09a83d96e7187fb7c62d952856c3,5,parsed,3,0,figure,Figure 3,3,"Figure 3. (Left) Regeneration in P. astreoides expressed as mean surface area of all lesions. Tri- angles, 5 cm"" tissue and skeleton lesions, n = 25. For other symbols see Fig. I. Figure 4. (Right) Regeneration expressed as percentage of lesions regenerating '375% of surface area. After """"70 days the number of lesions re-covering for 75% does not increase. This is indicated by level of broken lines. For explanation of symbols see Fig. I.",,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/12e9e864__survival__fig-<printed-label>_panel-<panel>.png,digitization/data/12e9e864__survival__fig-<printed-label>_panel-<panel>.csv
DIG-12e9e864-survival,needs_figure_id,12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,85a283634b3f69ddf03f9e9395e654856d7f09a83d96e7187fb7c62d952856c3,5,parsed,4,0,table,Table 1,3,Table 1 shows the changes in the living surface area of the control colonies.,,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/12e9e864__survival__fig-<printed-label>_panel-<panel>.png,digitization/data/12e9e864__survival__fig-<printed-label>_panel-<panel>.csv
DIG-12e9e864-survival,needs_figure_id,12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,85a283634b3f69ddf03f9e9395e654856d7f09a83d96e7187fb7c62d952856c3,5,parsed,5,0,table,Table I,3,Table I. Changes in size (area) of natural lesions on control colonies after a 140 days period Area <50% Area Increased Area Decreased (increased-decreased) >50% >50%,,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/12e9e864__survival__fig-<printed-label>_panel-<panel>.png,digitization/data/12e9e864__survival__fig-<printed-label>_panel-<panel>.csv
DIG-daec544d-growth,needs_figure_id,daec544d-cfab-46db-be2a-1d3596bc0395,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,d2b87b8472eebd9350424e6f04162d6de31f0bc335aedbbde9b1be0f97b0e564,12,parsed,1,30,figure,Figure 7,7,"FIGURE 7 Mean chlorophyll density as determined by RGB color values. Error bars represent standard error mass, or PAR; however, nutritional state did play a slight but sig‐ S6)and S7). In order to test for the impact of applying a food‐re‐ nificant role in predicting changes in total colony surface area (AIC lated stimulus, an additional REML‐fitted GLMM was performed on −354.9, p = 0.0283), Supporting Information Table S5). Additionally, the subset of fed corals (pre‐ and post‐stimulus). This model found fed treatment groups experienced a higher proportion of colonies both time and applied stimulus to be significant predictors of polyp with increased total colony live tissue surface area (8/44 or 18.18% extension (AIC 5642.9, p < 0.05, Supporting Information Table S8), for symbiotic colonies; 7/43 or 16.28% for aposymbiotic colonies) whereby polyp extension varied over time but was consistently than did starved colonies (3/51 or 5.88% for symbiotic colonies; higher than pre‐stimulus colonies after food was supplied. 5/52 or 9.61% for aposymbiotic colonies).",extension|mass|area,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/daec544d__growth__fig-<printed-label>_panel-<panel>.png,digitization/data/daec544d__growth__fig-<printed-label>_panel-<panel>.csv
DIG-daec544d-growth,needs_figure_id,daec544d-cfab-46db-be2a-1d3596bc0395,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,d2b87b8472eebd9350424e6f04162d6de31f0bc335aedbbde9b1be0f97b0e564,12,parsed,2,20,figure,Figure 3,6,"Figure 3). Both symbiont state and nutritional state (but not their in‐ teraction, PAR, initial mass, and initial wound size) were significant predictors of healing initiation (AIC 141.1, symbiont state: p < 0.01, nutritional state: p < 0.001, Supporting Information Table S1). Only symbiont state significantly impacted healing success (the formation of fully functional tentacles) according to GLMM analysis (AIC 58.1, F I G U R E 4 Mean proportional change in wound surface area p < 0.0001, Supporting Information Table S2). In order to adjust for 60 days after lesions were induced. Error bars signify standard the small sampling of aposymbiotic colonies with full polyp develop‐ error ment (1/56 colonies, Figure 3), a second GLMM was performed on only the subset of symbiotic colonies. However, this model did not fed, −0.2183 ± 0.0928) and starved, symbiotic colonies find nutritional state to be significant (AIC 43.7, p = 0.07, Supporting (−0.1836 ± 0.0874; Figure 4). While no group demonstrated full re‐ Information Table S3), which could potentially derive from a lack of covery across all colonies, the greatest proportion (16/28 or 57.14%) statistical power. Accounting for the tank...",mass|area,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/daec544d__growth__fig-<printed-label>_panel-<panel>.png,digitization/data/daec544d__growth__fig-<printed-label>_panel-<panel>.csv
DIG-daec544d-growth,needs_figure_id,daec544d-cfab-46db-be2a-1d3596bc0395,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,d2b87b8472eebd9350424e6f04162d6de31f0bc335aedbbde9b1be0f97b0e564,12,parsed,3,15,figure,Figure 8,8,"Figure 8). Consistent with these results, the model with best sup‐ sourcing and nutritional state. The type of damage inflicted may port found symbiont state (p < 0.0001) and the interaction between also play a role in how energy is regulated or redirected to re‐ symbiotic state and nutritional state (particularly among symbiotic covery and other biological processes (DeFilippo et al., 2016). and not aposymbiotic colonies, p < 0.0001) to be the most signifi‐ Dislodged colonies of Pocillopora damicornis with edge damage cant predictors of photosynthetic efficiency (AIC 486.8, Supporting experience a decrease in overall energy allocation, resulting in Information Table S10). higher mortality rates and decreased growth and reproduction (Ward, 1995). Meanwhile, fragmentation bears no significant im‐ pact on growth and mortality, but results in higher overall energy 4 | D I S CU S S I O N allocation and increased reproduction (Ward, 1995). Therefore, it is likely that tissue maintenance and damage are regulated differ‐ Our findings highlight some of the dynamic pathways through which ently for small‐scale local wounds (e.g., the single polyp removal coral colonies might obtain, distr...",growth,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/daec544d__growth__fig-<printed-label>_panel-<panel>.png,digitization/data/daec544d__growth__fig-<printed-label>_panel-<panel>.csv
