reaudit_row_type,visual_reaudit_status,crop_readiness,extractability_class,queue_id,source_id,paper_title,response_type,candidate_descriptor,candidate_type,candidate_label,pdf_page,source_page_render,render_status,image_width,image_height,image_nonblank,candidate_text,caption_audit_status,caption_rejection_reason,original_candidate_type,original_candidate_label,original_candidate_page,audit_file,recommended_action
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,quantitative_plot_candidate,DIG-070cf5f2-rate,070cf5f2-ae03-4d99-8e1b-7e07f8428803,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,rate,figure:Fig. 1:p1,figure,Fig. 1,1,digitization/figures/source_pages/070cf5f2__page-001.png,already_rendered,1453,1985,yes,"Fig. 1 Skeletal growth rate in damaged colonies of S. pistillata. The corals were divided into size groups according to geometric mean radius after breakage; bars show radius, standard deviations, decrease after breakage, and estimated days of growth required to regain original radius.",accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,quantitative_plot_candidate,DIG-070cf5f2-rate,070cf5f2-ae03-4d99-8e1b-7e07f8428803,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,rate,figure:Fig. 2:p2,figure,Fig. 2,2,digitization/figures/source_pages/070cf5f2__page-002.png,already_rendered,1453,1985,yes,Fig. 2 Comparison between the mean percentage increase in geometric mean radius per month of damaged corals and intact control corals belonging to the same size interval.,accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,quantitative_plot_candidate,DIG-0ccdd954-rate,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,rate,figure:Figure 2:p8,figure,Figure 2,8,digitization/figures/source_pages/0ccdd954__page-008.png,already_rendered,1530,1980,yes,Figure 2. Wound healing rates of Pocillopora meandrina. Wound healing rates (mm2 day-1; mean +/- SE) of wounded Pocillopora meandrina nubbins under different temperature and nutrient treatments. Points show data distribution; letters represent significant differences among treatments.,accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,table_transcription_candidate,DIG-0ccdd954-rate,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,rate,table:Table 1:p9,table,Table 1,9,digitization/figures/source_pages/0ccdd954__page-009.png,already_rendered,1530,1980,yes,Table 1. Linear mixed-effects model results for healing rate (mm2 day-1) of wounded corals with Kenward-Roger approximation for degrees of freedom.,accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,quantitative_plot_candidate,DIG-12e9e864-rate,12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,rate,figure:Figure I:p2,figure,Figure I,2,digitization/figures/source_pages/12e9e864__page-002.png,already_rendered,1158,1740,yes,"Figure I. (Left) Rates of regeneration of the two coral species expressed as percentage of lesions completely recovered. Open circles, Agaricia agaricites 1 cm2 tissue lesions; closed circles, A. agaricites 1 cm2 tissue and skeleton lesions; open squares, Porites astreoides 1 cm2 tissue lesions; closed squares, P. astreoides 1 cm2 tissue and skeleton lesions. Figure 2. (Right) Regeneration in A. agaricites expressed as mean surface area of all lesions.",accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,quantitative_plot_candidate,DIG-12e9e864-rate,12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,rate,figure:Figure 3:p3,figure,Figure 3,3,digitization/figures/source_pages/12e9e864__page-003.png,already_rendered,1158,1740,yes,Figure 3. (Left) Regeneration in Porites astreoides expressed as mean surface area of all lesions. Figure 4. (Right) Regeneration expressed as percentage of lesions regenerating >75% of surface area. After about 70 days the number of lesions re-covering for 75% does not increase.,accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,table_transcription_candidate,DIG-12e9e864-rate,12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,rate,table:Table I:p3,table,Table I,3,digitization/figures/source_pages/12e9e864__page-003.png,already_rendered,1158,1740,yes,Table I. Changes in size (area) of natural lesions on control colonies after a 140 days period.,accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,quantitative_plot_candidate,DIG-1d237b2c-survival,1d237b2c-1d5d-479a-985a-bde3d28a4fce,Wolf and Nugues - 2013 - Synergistic effects of algal overgrowth and corallivory on Caribbean reef‐building corals.pdf,survival,figure:FIG. 3:p6,figure,FIG. 3,6,digitization/figures/source_pages/1d237b2c__page-006.png,already_rendered,1418,1890,yes,FIG. 3. Independent and combined effects of Halimeda opuntia and corallivores on coral mortality and bleaching for Hermodice carunculata on Montastraea faveolata and Coralliophila abbreviata on Montastraea annularis.,accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,quantitative_plot_candidate,DIG-2059b598-rate,2059b598-335f-4890-8512-6e1f86fed557,Sani et al. - 2024 - Ocean warming and acidification detrimentally affect coral tissue regeneration at a Mediterranean CO.pdf,rate,figure:Fig. 3:p4,figure,Fig. 3,4,digitization/figures/source_pages/2059b598__page-004.png,already_rendered,1489,1985,yes,Fig. 3. Tissue regeneration rates in Balanophyllia europaea. Variation in tissue regeneration rates with average pH in the solitary zooxanthellate B. europaea analyzed at the four sites in two experimental periods. r = Spearman correlation coefficient; n = number of individuals.,accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,quantitative_plot_candidate,DIG-2059b598-rate,2059b598-335f-4890-8512-6e1f86fed557,Sani et al. - 2024 - Ocean warming and acidification detrimentally affect coral tissue regeneration at a Mediterranean CO.pdf,rate,figure:Fig. 4:p5,figure,Fig. 4,5,digitization/figures/source_pages/2059b598__page-005.png,already_rendered,1489,1985,yes,Fig. 4. Tissue regeneration rates in Leptopsammia pruvoti. Variation in tissue regeneration rates with average pH in the solitary non-zooxanthellate L. pruvoti analyzed at the four sites in three experimental periods. r = Spearman correlation coefficient; n = number of individuals.,accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,quantitative_plot_candidate,DIG-2059b598-rate,2059b598-335f-4890-8512-6e1f86fed557,Sani et al. - 2024 - Ocean warming and acidification detrimentally affect coral tissue regeneration at a Mediterranean CO.pdf,rate,figure:Fig. 5:p5,figure,Fig. 5,5,digitization/figures/source_pages/2059b598__page-005.png,already_rendered,1489,1985,yes,Fig. 5. Tissue regeneration rates in Astroides calycularis. Variation in tissue regeneration rates with average pH in the colonial non-zooxanthellate A. calycularis analyzed at the four sites in three experimental periods. r = Spearman correlation coefficient; n = number of individuals.,accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,table_transcription_candidate,DIG-26d408bb-rate,26d408bb-bf97-4b1a-8b59-a62f74d3d475,Van Woesik - 1998 - Lesion healing on massive Porites spp. corals.pdf,rate,table:Table 1:p3,table,Table 1,3,digitization/figures/source_pages/26d408bb__page-003.png,already_rendered,1455,1975,yes,"Table 1. Porites lutea and P. lobata. Regression analyses and slope comparisons for lesion healing on massive corals. Data were fitted to ln y = ln b - at, with intercept, slope, number of data points, variance accounted for, regression probability, and slope-comparison probability reported.",accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,quantitative_plot_candidate,DIG-26d408bb-rate,26d408bb-bf97-4b1a-8b59-a62f74d3d475,Van Woesik - 1998 - Lesion healing on massive Porites spp. corals.pdf,rate,figure:Fig. 1:p4,figure,Fig. 1,4,digitization/figures/source_pages/26d408bb__page-004.png,already_rendered,1458,1980,yes,"Fig. 1. Regeneration of lesions on massive Porites spp. using the exponential equation y = be^-at and its equivalent ln y = ln b - at, with fitted regressions and 95% confidence limits for three lesion-size classes; time constants are 34, 59 and 83 days.",accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,table_transcription_candidate,DIG-26d408bb-rate,26d408bb-bf97-4b1a-8b59-a62f74d3d475,Van Woesik - 1998 - Lesion healing on massive Porites spp. corals.pdf,rate,table:Table 2:p5,table,Table 2,5,digitization/figures/source_pages/26d408bb__page-005.png,already_rendered,1455,1970,yes,"Table 2. Porites lobata, P. lutea and P. solida. Ratio of lesion perimeter to surface area on massive corals, where H indicates completely healed and R indicates re-classified into a smaller size class at the first observation; lesion depth below low water datum is given.",accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,quantitative_plot_candidate,DIG-28b1e816-rate,28b1e816-45f3-42fc-a2b0-0cfea52a0adc,"DeFilippo et al. - 2016 - Patterns of surface lesion recovery in the Northern Star Coral, Astrangia poculata.pdf",rate,figure:Fig. 3:p6,figure,Fig. 3,6,digitization/figures/source_pages/28b1e816__page-006.png,already_rendered,1489,1985,yes,"Fig. 3. Healing patterns in Astrangia poculata. Mean proportion of the lesion area recovered for each wound group of symbiotic colonies, aposymbiotic colonies, all wound groups combined, and mean surface area of new tissue by recovery type. Error bars represent standard error from the mean.",accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,table_transcription_candidate,DIG-28b1e816-rate,28b1e816-45f3-42fc-a2b0-0cfea52a0adc,"DeFilippo et al. - 2016 - Patterns of surface lesion recovery in the Northern Star Coral, Astrangia poculata.pdf",rate,table:Table 1:p6,table,Table 1,6,digitization/figures/source_pages/28b1e816__page-006.png,already_rendered,1489,1985,yes,"Table 1. Model summary of beta regression for central recovery with logit link function. Pseudo-R2 = 0.555, Log-likelihood = 39.651, AICc = -67.427.",accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,quantitative_plot_candidate,DIG-28b1e816-rate,28b1e816-45f3-42fc-a2b0-0cfea52a0adc,"DeFilippo et al. - 2016 - Patterns of surface lesion recovery in the Northern Star Coral, Astrangia poculata.pdf",rate,figure:Fig. 2:p4,figure,Fig. 2,4,digitization/figures/source_pages/28b1e816__page-004.png,already_rendered,1489,1985,yes,"Fig. 2. Time series of wounding and recovery in Astrangia poculata. Pre-wounding and post-wounding images after 3, 7, 10, 15, 20, 30, and 60 days, with close-ups of single polyp recovery.",accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,quantitative_plot_candidate,DIG-292bbd72-rate,292bbd72-e4b1-422c-8fbb-5b3201d2cd0c,Titlyanov and Titlyanova - 2009 - The dynamics of the restoration of mechanical damage to colonies of the scleractinian coral Porites.pdf,rate,figure:unlabeled figure:p3,figure,unlabeled figure,3,digitization/figures/source_pages/292bbd72__page-003.png,already_rendered,1530,1980,yes,"Regeneration of damaged colonies of the coral Porites lutea. A, one of the coral colonies used in the experiment; B, mechanically damaged colony after 1 month of exposure to moderate illumination; C, regeneration of the damaged colony after 3 months of exposure to moderate illumination in an aquarium; D, a completely recovered colony fragment after 6 months of maintenance at moderate illumination.",accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,table_transcription_candidate,DIG-2b8676ad-growth,2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,growth,table:Table 3.4:p74,table,Table 3.4,74,digitization/figures/source_pages/2b8676ad__page-074.png,already_rendered,1488,2105,yes,"Table 3.4. (a) Linear extension of new growth for the two injury types (tissue removal and branch removal) inflicted on A. millepora and A. gemmifera in experiment 2b (mean + 1 SE). KW represents the Kruskal-Wallis statistic obtained by comparing the differences in linear extension between the two injury types, and P equals the probability. (b) Injury size and regeneration (percent of injury recovered) for the two injury types inflicted on A. millepora and A. gemmifera in experiment 2b (mean + 1 SE).",accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,table_transcription_candidate,DIG-2b8676ad-growth,2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,growth,table:Table 5.1:p111,table,Table 5.1,111,digitization/figures/source_pages/2b8676ad__page-111.png,already_rendered,2105,1488,yes,Table 5.1. Summary of ANCOVA results testing the effects of injury size and frequency on colony growth (cm2) and regeneration (cm2) for each species. The covariate for colony growth is initial colony size and the covariate for regeneration is injury size.,accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,quantitative_plot_candidate,DIG-2b8676ad-growth,2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,growth,figure:Figure 5.2:p109,figure,Figure 5.2,109,digitization/figures/source_pages/2b8676ad__page-109.png,already_rendered,1488,2105,yes,"Figure 5.2. (a) Final colony size (cm2) adjusted for initial colony size by ANCOVA showing the effect of injury size and frequency of damage on absolute colony growth for each species. (b) The amount of regeneration (cm2) over nine months, adjusted for initial injury size by ANCOVA, for each injury treatment by species. Error bars represent one standard error.",accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,quantitative_plot_candidate,DIG-2b8676ad-rate,2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,rate,figure:Figure 4.2:p89,figure,Figure 4.2,89,digitization/figures/source_pages/2b8676ad__page-089.png,already_rendered,1488,2105,yes,Figure 4.2. Mean regeneration of injuries (expressed as a percentage of the original injury size) for injury type and species after 12 and 24 days. Error bars represent one SE.,accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,table_transcription_candidate,DIG-2b8676ad-rate,2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,rate,table:Table 4.1:p90,table,Table 4.1,90,digitization/figures/source_pages/2b8676ad__page-090.png,already_rendered,1488,2105,yes,Table 4.1. Summary of the repeated measures ANOVA testing for differences in regeneration between species and injury types (Between Subject Effects) and how these patterns change between censuses (Within Subject Effects).,accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,table_transcription_candidate,DIG-2b8676ad-rate,2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,rate,table:Table 4.4:p94,table,Table 4.4,94,digitization/figures/source_pages/2b8676ad__page-094.png,already_rendered,1488,2105,yes,Table 4.4. A summary of the repeated measures analysis of covariance testing for differences in regeneration between A. hyacinthus and M. tuberculosa for breakage injuries (Between Subject Effects) and how these patterns change between censuses (Within Subject Effects) after the effect of the amount of tissue available for regeneration (ATR) has been adjusted for.,accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,mixed_visual_quantitative_candidate,DIG-2b8676ad-rate,2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,rate,figure:Figure 3.1:p68,figure,Figure 3.1,68,digitization/figures/source_pages/2b8676ad__page-068.png,already_rendered,1488,2105,yes,"Figure 3.1. A photographic series showing the recovery of the tissue and scraping injuries inflicted on Porites australiensis over time, where a = tissue injury and b = scraping injury.",accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,table_transcription_candidate,DIG-2b8676ad-reproduction,2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,reproduction,table:Table 5.2:p112,table,Table 5.2,112,digitization/figures/source_pages/2b8676ad__page-112.png,already_rendered,2105,1488,yes,"Table 5.2. Summary of ANOVA results testing colony-wide effects of injury size and frequency on egg volume per polyp (mm3), and the proportion of polyps with mature gonads (polyp fecundity) for the three species.",accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,quantitative_plot_candidate,DIG-2b8676ad-reproduction,2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,reproduction,figure:Figure 5.3:p115,figure,Figure 5.3,115,digitization/figures/source_pages/2b8676ad__page-115.png,already_rendered,1488,2105,yes,"Figure 5.3. Proportion of polyps with mature gonads averaged over colonies for injury treatments and position effects within colonies for A. hyacinthus, A. gemmifera, and G. retiformis.",accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
accepted_visual_candidate,source_page_image_verified,ready_for_manual_crop_or_table_transcription,table_transcription_candidate,DIG-2b8676ad-reproduction,2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,reproduction,table:Table 5.3:p113,table,Table 5.3,113,digitization/figures/source_pages/2b8676ad__page-113.png,already_rendered,2105,1488,yes,Table 5.3. Summary of ANOVA results testing the localised effects of injury size and frequency on egg volume per polyp (mm3) and proportion of polyps with mature gonads (polyp fecundity) for the three species.,accepted,,,,,,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
