source_id,paper_title,response_type,queue_id,original_candidate_rank,original_candidate_type,original_candidate_label,original_candidate_page,audit_status,corrected_candidate_type,corrected_candidate_label,corrected_candidate_page,corrected_candidate_text,reason,needs_manual_visual_review,evidence_method,audit_file,audit_key_status,coverage_status
12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,rate,DIG-12e9e864-rate,3,figure,Fig. I,4,replace,figure,Figure I,2,"Figure I. (Left) Rates of regeneration of the two coral species expressed as percentage of lesions completely recovered. Open circles, Agaricia agaricites 1 cm2 tissue lesions; closed circles, A. agaricites 1 cm2 tissue and skeleton lesions; open squares, Porites astreoides 1 cm2 tissue lesions; closed squares, P. astreoides 1 cm2 tissue and skeleton lesions. Figure 2. (Right) Regeneration in A. agaricites expressed as mean surface area of all lesions.","Original Fig. I on page 4 is a literature-cited in-text reference, not a caption; Figure I on page 2 is the printed regeneration-rate caption.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,rate,DIG-12e9e864-rate,4,table,Table 1,3,replace,table,Table I,3,Table I. Changes in size (area) of natural lesions on control colonies after a 140 days period.,"Original row is prose mentioning Table 1, not the table caption; the printed caption is Table I on page 3.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,rate,DIG-12e9e864-rate,5,table,Table I,3,keep,table,Table I,3,Table I. Changes in size (area) of natural lesions on control colonies after a 140 days period.,Printed caption on stated page and relevant to lesion area changes in controls.,false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,survival,DIG-12e9e864-survival,1,figure,Fig. I,4,remove,,no_valid_candidate_found,,,"No printed survival/mortality/death figure or table was found in this PDF; detected printed candidates report lesion regeneration, lesion area change, or references only.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,survival,DIG-12e9e864-survival,2,figure,Figure I,2,remove,,no_valid_candidate_found,,,"No printed survival/mortality/death figure or table was found in this PDF; detected printed candidates report lesion regeneration, lesion area change, or references only.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,survival,DIG-12e9e864-survival,3,figure,Figure 3,3,remove,,no_valid_candidate_found,,,"No printed survival/mortality/death figure or table was found in this PDF; detected printed candidates report lesion regeneration, lesion area change, or references only.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,survival,DIG-12e9e864-survival,4,table,Table 1,3,remove,,no_valid_candidate_found,,,"No printed survival/mortality/death figure or table was found in this PDF; detected printed candidates report lesion regeneration, lesion area change, or references only.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,survival,DIG-12e9e864-survival,5,table,Table I,3,remove,,no_valid_candidate_found,,,"No printed survival/mortality/death figure or table was found in this PDF; detected printed candidates report lesion regeneration, lesion area change, or references only.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
daec544d-cfab-46db-be2a-1d3596bc0395,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,growth,DIG-daec544d-growth,1,figure,Figure 7,7,replace,figure,Figure 5,6,"Figure 5. Mean proportional change in total colony tissue cover proportion after 60 days for control (C) and wounded (W) fed and starved colonies of different symbiont states (aposymbiotic, symbiotic). Error bars signify standard error.","Original Figure 7 is chlorophyll density, not growth or tissue-area change; Figure 5 is the printed total colony tissue cover caption.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
daec544d-cfab-46db-be2a-1d3596bc0395,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,growth,DIG-daec544d-growth,2,figure,Figure 3,6,replace,figure,Figure 5,6,"Figure 5. Mean proportional change in total colony tissue cover proportion after 60 days for control (C) and wounded (W) fed and starved colonies of different symbiont states (aposymbiotic, symbiotic). Error bars signify standard error.",Original Figure 3 row is an in-text mention on the wrong page and is about healing stages; Figure 5 is the best growth/tissue-area candidate.,false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
daec544d-cfab-46db-be2a-1d3596bc0395,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,growth,DIG-daec544d-growth,3,figure,Figure 8,8,replace,figure,Figure 5,6,"Figure 5. Mean proportional change in total colony tissue cover proportion after 60 days for control (C) and wounded (W) fed and starved colonies of different symbiont states (aposymbiotic, symbiotic). Error bars signify standard error.","Original Figure 8 is photosynthetic efficiency, not growth or tissue-area change; Figure 5 is the best candidate.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
daec544d-cfab-46db-be2a-1d3596bc0395,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,rate,DIG-daec544d-rate,1,figure,Figure 3,6,replace,figure,Figure 4,6,Figure 4. Mean proportional change in wound surface area 60 days after lesions were induced. Error bars signify standard error.,"Original Figure 3 row is an in-text mention on page 6, while the printed Figure 3 caption is on page 5; Figure 4 is the direct wound surface-area recovery caption.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
daec544d-cfab-46db-be2a-1d3596bc0395,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,rate,DIG-daec544d-rate,2,figure,Figure 7,7,replace,figure,Figure 4,6,Figure 4. Mean proportional change in wound surface area 60 days after lesions were induced. Error bars signify standard error.,"Original Figure 7 is chlorophyll density, not wound recovery rate; Figure 4 is the direct wound surface-area recovery caption.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
daec544d-cfab-46db-be2a-1d3596bc0395,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,rate,DIG-daec544d-rate,3,figure,Figure 8,8,replace,figure,Figure 4,6,Figure 4. Mean proportional change in wound surface area 60 days after lesions were induced. Error bars signify standard error.,"Original Figure 8 is photosynthetic efficiency, not wound recovery rate; Figure 4 is the direct wound surface-area recovery caption.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
9f7a74ab-485d-44be-88c3-28c6b4a7c491,Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,rate,DIG-9f7a74ab-rate,1,figure,Fig. 1,4,replace,figure,Fig. 2,5,Fig. 2. Correlation of tissue regeneration and fracture orientation in damaged polyps (n = 18) of Fungia granulosa at 8 months after breakage. Only corals with 10-50% breakage are shown. See Fig. 1 for explanation of fracture orientation.,Original Fig. 1 is a morphology plate; Fig. 2 is the printed tissue-regeneration response figure.,false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
9f7a74ab-485d-44be-88c3-28c6b4a7c491,Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,rate,DIG-9f7a74ab-rate,2,figure,Fig. 2,5,keep,figure,Fig. 2,5,Fig. 2. Correlation of tissue regeneration and fracture orientation in damaged polyps (n = 18) of Fungia granulosa at 8 months after breakage. Only corals with 10-50% breakage are shown. See Fig. 1 for explanation of fracture orientation.,Printed caption on stated page and relevant to tissue regeneration after breakage.,false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
9f7a74ab-485d-44be-88c3-28c6b4a7c491,Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,rate,DIG-9f7a74ab-rate,3,figure,Fig. 3,6,replace,figure,Fig. 2,5,Fig. 2. Correlation of tissue regeneration and fracture orientation in damaged polyps (n = 18) of Fungia granulosa at 8 months after breakage. Only corals with 10-50% breakage are shown. See Fig. 1 for explanation of fracture orientation.,"Original Fig. 3 reports tissue necrosis/survival, not regeneration rate; Fig. 2 is the better rate candidate.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
9f7a74ab-485d-44be-88c3-28c6b4a7c491,Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,rate,DIG-9f7a74ab-rate,4,figure,Fig. 4,7,replace,figure,Fig. 2,5,Fig. 2. Correlation of tissue regeneration and fracture orientation in damaged polyps (n = 18) of Fungia granulosa at 8 months after breakage. Only corals with 10-50% breakage are shown. See Fig. 1 for explanation of fracture orientation.,Original Fig. 4 reports skeletal growth rate rather than tissue regeneration; Fig. 2 is the better rate candidate.,false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
9f7a74ab-485d-44be-88c3-28c6b4a7c491,Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,rate,DIG-9f7a74ab-rate,5,figure,Fig. 5,8,replace,figure,Fig. 2,5,Fig. 2. Correlation of tissue regeneration and fracture orientation in damaged polyps (n = 18) of Fungia granulosa at 8 months after breakage. Only corals with 10-50% breakage are shown. See Fig. 1 for explanation of fracture orientation.,Original Fig. 5 reports skeletal growth rate rather than tissue regeneration; Fig. 2 is the better rate candidate.,false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
9f7a74ab-485d-44be-88c3-28c6b4a7c491,Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,survival,DIG-9f7a74ab-survival,1,figure,Fig. 1,4,replace,figure,Fig. 3,6,Fig. 3. Tissue necrosis in experimentally fragmented polyps of Fungia granulosa. (A) Intact control corals (n = 21). (B) Corals with 10-50% breakage (n = 18). (C) Corals with 51-90% breakage (n = 25). 100% tissue necrosis = dead coral.,Original Fig. 1 includes qualitative dead-fracture notes but not survival/necrosis data; Fig. 3 is the printed tissue-necrosis candidate.,false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
9f7a74ab-485d-44be-88c3-28c6b4a7c491,Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,survival,DIG-9f7a74ab-survival,2,figure,Fig. 3,6,keep,figure,Fig. 3,6,Fig. 3. Tissue necrosis in experimentally fragmented polyps of Fungia granulosa. (A) Intact control corals (n = 21). (B) Corals with 10-50% breakage (n = 18). (C) Corals with 51-90% breakage (n = 25). 100% tissue necrosis = dead coral.,Printed caption on stated page and directly relevant to tissue necrosis/dead coral.,false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
9f7a74ab-485d-44be-88c3-28c6b4a7c491,Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,survival,DIG-9f7a74ab-survival,3,figure,Fig. 2,5,replace,figure,Fig. 3,6,Fig. 3. Tissue necrosis in experimentally fragmented polyps of Fungia granulosa. (A) Intact control corals (n = 21). (B) Corals with 10-50% breakage (n = 18). (C) Corals with 51-90% breakage (n = 25). 100% tissue necrosis = dead coral.,"Original Fig. 2 is tissue regeneration, not survival; Fig. 3 is the printed tissue-necrosis candidate.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
9f7a74ab-485d-44be-88c3-28c6b4a7c491,Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,survival,DIG-9f7a74ab-survival,4,figure,Fig. 4,7,replace,figure,Fig. 3,6,Fig. 3. Tissue necrosis in experimentally fragmented polyps of Fungia granulosa. (A) Intact control corals (n = 21). (B) Corals with 10-50% breakage (n = 18). (C) Corals with 51-90% breakage (n = 25). 100% tissue necrosis = dead coral.,"Original Fig. 4 is skeletal growth rate, not survival; Fig. 3 is the printed tissue-necrosis candidate.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
9f7a74ab-485d-44be-88c3-28c6b4a7c491,Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,survival,DIG-9f7a74ab-survival,5,figure,Fig. 5,8,replace,figure,Fig. 3,6,Fig. 3. Tissue necrosis in experimentally fragmented polyps of Fungia granulosa. (A) Intact control corals (n = 21). (B) Corals with 10-50% breakage (n = 18). (C) Corals with 51-90% breakage (n = 25). 100% tissue necrosis = dead coral.,"Original Fig. 5 is skeletal growth rate, not survival; Fig. 3 is the printed tissue-necrosis candidate.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,rate,DIG-ec19aed9-rate,1,figure,Fig. 5,8,keep,figure,Fig. 5,8,"Fig. 5. Plots of the average effect of depth, colony size, inter-branch distance, bleaching history stress index, percent live coral tissue, and wound size on the time (in days) for wounds to heal in Pocillopora meandrina, based on a Generalized Linear Mixed Model. Gray bars show the 95% confidence interval on model estimates.",Printed caption on stated page and directly models time to wound healing.,false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,rate,DIG-ec19aed9-rate,2,figure,Fig. 3,6,keep,figure,Fig. 3,6,Fig. 3. Chronological photographs of wound healing from an initial (April 2017) and subsequent (May 2017) broken branch of a Pocillopora meandrina colony.,Printed caption on stated page and relevant to chronological wound healing.,false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,rate,DIG-ec19aed9-rate,3,table,Table 1,4,keep,table,Table 1,4,"Table 1. Site names with coordinates, number of Pocillopora meandrina colonies sampled, depth, colony bleaching history, average daily temperature, significant wave height, and time to heal wound.",Printed caption on stated page and includes time to heal wound by site.,false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,rate,DIG-ec19aed9-rate,4,figure,Fig. 5d,7,replace,figure,Fig. 5,8,"Fig. 5. Plots of the average effect of depth, colony size, inter-branch distance, bleaching history stress index, percent live coral tissue, and wound size on the time (in days) for wounds to heal in Pocillopora meandrina, based on a Generalized Linear Mixed Model. Gray bars show the 95% confidence interval on model estimates.","Original Fig. 5d is an in-text panel mention, not a printed caption; Fig. 5 on page 8 is the printed model-effects caption.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,rate,DIG-ec19aed9-rate,5,figure,Fig. 4,6,keep,figure,Fig. 4,6,Fig. 4. Scatterplot comparing the number of days to heal an initial wound versus a subsequent wound for each Pocillopora meandrina colony.,Printed caption on stated page and compares days to heal initial versus subsequent wounds.,false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,survival,DIG-ec19aed9-survival,1,figure,Fig. 1,4,remove,,no_valid_candidate_found,,,"No printed survival/mortality outcome figure or table was found in this PDF; printed candidates are site maps, bleaching ranks, wound-healing timing, or site metadata.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,survival,DIG-ec19aed9-survival,2,table,Table 1,4,remove,,no_valid_candidate_found,,,"No printed survival/mortality outcome figure or table was found in this PDF; printed candidates are site maps, bleaching ranks, wound-healing timing, or site metadata.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,survival,DIG-ec19aed9-survival,3,table,Table 1,4,remove,,no_valid_candidate_found,,,"No printed survival/mortality outcome figure or table was found in this PDF; printed candidates are site maps, bleaching ranks, wound-healing timing, or site metadata.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,survival,DIG-ec19aed9-survival,4,figure,Fig. 2,5,remove,,no_valid_candidate_found,,,"No printed survival/mortality outcome figure or table was found in this PDF; printed candidates are site maps, bleaching ranks, wound-healing timing, or site metadata.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,survival,DIG-ec19aed9-survival,5,figure,Fig. 3,6,remove,,no_valid_candidate_found,,,"No printed survival/mortality outcome figure or table was found in this PDF; printed candidates are site maps, bleaching ranks, wound-healing timing, or site metadata.",false,pdftotext -layout caption match,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
034d4e10-aee2-4964-9c77-cb6f4174bd3e,Cróquer et al. - 2002 - Environmental factors affecting tissue regeneration of the reef - building coral Montastraea annular.pdf,rate,DIG-034d4e10-rate,1,mention,Fig. 2,3,replace,figure,Fig. 2,4,Fig. 2. Means and standard deviations of tissue regeneration of small injuries. a. Small-Top-Tissue lesion (STT). b. Small-Top-Skeleton lesion (STSk). c. Small-Bottom-Tissue lesion (SBT). d. Small-Bottom-Skeleton lesion (SBSk).,Original row is an in-text mention on page 3; rendered page 4 shows the printed Fig. 2 caption for small-injury tissue regeneration.,true,pdftotext -layout found only mentions; pdftoppm page render visual caption check,digitization/source_review/agent_audits/figure_candidate_audit_agent1.csv,valid_status,matched_base_candidate
